nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
13702,1,3,2,4,4,2, , ,1,1,2,4,2, ,2,1,1,2,1, ,3,1,6,3,1,1,5,1,7,4,1,4,7,7,1,4,4,4,4,4,4,7,7,7,1,7,1,1,1,4,3,7,4,3,4,1,1,1,1,1,3,4,3,3,4,2,1,4,1,2,-9,-9,4,30,80,50,0,100,1,3,3,1,3,1,1,11,2,9,6,4,20,20,2,8,4,2,3,1,3,4,3,3,1,4,4,1,3,4,1,4,3,3,5,2,3,4,2,4,4,3,4,2,3,3,2,4,2,2,4,2,2,4,2,4,2,3,4,4,2,4,2,4,2,4,4,2,4,2,5,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , ,2,4,2,3,3,3
13706,1,3,2,3,3,2, , ,2,2,2,3,2, ,3,3,2, ,3,1,4,5,5,4,4,5,5,1,4,5,5,4,5,4,5,5,4,3,5,6,5,7,3,3,5,5,4,5,-7,3,3,5,5,5,3,5,2,5,6,6,4,1,3,2,1,1,1,2,2, ,-9,2,2,50,60,30,0,50,1,1,3,2,4,1,2,7,4,8,5,4,36,16,2,8,2,4,4,4,5,5,4,4,2,5,1,4,4,3,5,3,3,3,2,1,4,5,5,4,4,5,2,3,5,4,5,5,4,2,3,5,4,3,3,4,5,2,2,4,4,5,5,3,3,3,4,4,5,3,6,6,5,5,4,5,5,4,4, , , , , , , , , , , , , , , ,1,5,2,4,3,2
13706,2,-9, ,3,3,2, , ,1,2,2,3,2, ,3,2,2, ,2,5,6,6,4,6,1,4,5,4,4,4,2,4,5,3,5,4,4,4,3,3,4,7, , , , , , , ,6,5,4,5,3,3,7,4,2,3,3,4,4,6,1,2,1,1,2,1,1,2,3,3,10,75,25,5,40,1,-9,3,2,2,1,3,8,4,8,5,4,38,20,1,6,2,1,5,1,5,5,1,4,1,4,2,4,3,3,2,4,3,3,4,1,4,4,2,5,3,3,3,2,5,5,2,5,4,1,4,2,3,4,4,4,4,3,4,4,3,2,3,4,3,4,3,4,6,4,6,5,6,4,5,5,5,5,4,5,5,7,6,6,1,2,6,7, , , , , , ,4,4,5,3,2,3
13714,1,1,1,3,3,2, , ,1,3,2,3,2, ,3,2,1,1,2,1,6,2,6,6,1,1,1,1,6,1,1,6,6,6,1,2,1,5,1,4,1,1,1,6,1,6,1,1,-7,4,3,5,2,5,1,4,4,4,4,2,5,5,5,2,3,2,1,2,1,4,2,-9,4,50,5,0,0,10,1,1,3, , , ,3,12,1,-9,3,4,35,35,1,4,4,1,3,2,4,4,1,3,2,5,1,4,3,3,3,3,2,3,2,2,5,4,3,3,1,3,2,3,2,4,3,3,4,2,1,3,3,4,5,4,3,3,1,3,3,4,3,2,4,4,4,4,6,2,2,4,4,4,4,4,2,2,2, , , , , , , , , , , , , , , ,3,5,2,4,3,2
13719,1,2,2,3,4,2, , ,2,1,2,3,2, ,3,2,1,2,1,1, ,5,6,3,1,1,5,1,7,6,1,1,3,6,3,4,2,5,4,4,3,6,4,6,1,5,1,1,-7,1,1,7,6,4,3,3,2,6,6,6,6,2,4,1,2,1,1,4,1,2,-9,-9,4,90,0,0,0,0,2, , , , , ,2,8,1,7,6,4,32,30,1,1,1,4,1,3,4,5,4,2,3,2,2,2,3,4,4,4,4,1,3,1,4,3,4,4,4,2,3,2,3,4,2,4,2,2,4,2,3,5,4,3,1,4,2,3,2,4,3,3,2,3,6,5,6,3,6,5,4,3,6,3,3,3,2,7,6,3,7,5,2,4,6,1, , , , , , ,1,4,5,2,4,4
13723,1,2,2,4,4,3, , ,2,2,2,4,2, ,3,3,1,2,1,1,1,1,4,4,1,1,6,1,6,1,1,1,6,3,1,5,1,1,5,1,1,5,1,1,1,1,1,1,1,2,1,5,2,6,2,5,5,5,5,3,2,6,1,1,3,1,1,3,2, ,-9,-9,4,80,80,50,20,90,2, , , , , ,3,6,2,-9,2,4,30,40,1,6,4,1,2,3,4,4,1,3,1,4,1,3,2,4,2,4,4,1,3,1,2,4,3,4,2,2,4,3,4,4,2,4,2,2,4,2,3,4,4,4,4,2,2,2,2,4,2,4,3,4,1,1,1,1,5,2,6,3,5,2,2,2,2, , , , , , , , , , , , , , , ,1,4,4,2,4,4
13729,1,4,2,5,5,3, , ,2,2,2,3,1,4,4,1,1,2,2,3,5,5,7,7,4,4,5,3,7,5,3,4,7,4,4,4,3,4,4,4,2,6,6,3,1,6,2,2,3,5,5,3,6,4,5,5,5,2,3,1,2,6,2,3,3,1,1,4,2, ,-9,-9,3,40,70,10,5,95,2, , ,2,3,2,1,5,3,10,6,4,40,30,2,2,3,3,1,2,4,4,3,4,2,3,2,2,1,5,5,4,4,3,4,1,3,3,4,3,3,4,3,3,3,3,3,5,2,3,3,3,2,3,3,4,1,4,2,3,1,3,4,3,1,3,5,4,5,3,4,5,6,3,5,3,2,3,2,4,4,5,6,4,6,4,6,3, , , , , , ,4,4,2,4,1,1
13731,1,3,2,4,4,3, , ,-7,2,2,4,2, ,2,2,1,3,2,1,4,6,4,4,1,3,4,1,5,4,1,3,4,3,4,3,3,1,3,3,3,3,1,6,1,5,1,1,-7,5,3,6,4,4,3,5,4,2,3,3,4,5,2,2,4,1,1,3,2, ,-9,-9,3,5,45,0,0,80,1,1,3, , , ,2,11,2,7,5,4,36,10,3,6,3,1,1,1,4,3,1,3,2,4,1,1,1,3,2,4,3,3,3,1,4,3,3,4,3,3,2,2,1,3,2,4,2,1,3,3,2,4,2,3,1,1,1,4,2,4,2,3,2,2,5,4,4,1,4,4,3,1,6,3,3,1,1, , , , , , , , , , , , , , , ,4,5,1,3,1,1
13734,1,2,1,3,3,1,2, ,2,1,2,3,2, ,2,2,1,3,2,1,6,6,4,4,1,2,6,1,6,6,4,2,6,2,4,5,2,6,2,4,2,7,6,7,1,7,2,1,2,5,5,2,5,6,4,6,3,1,2,6,7,3,2,2,4,1,1,1,1,1,1,-9,4,10,10,0,0,40,1,3,3,2,4,1,2,9,4,-9,5,2,40,20,2,4,2,1,1,4,4,5,2,5,1,3,2,2,1,5,4,5,5,5,5,1,3,5,5,4,4,1,4,1,1,5,1,4,1,1,5,1,4,4,5,4,2,1,4,4,1,4,3,4,2,5,2,5,5,4,5,5,6,3,7,2,5,6,6,7,7,7,7,7,7,1,5,6, , , , , , ,3,1,4,1,4,3
13735,1,3,2,3,2,3, , ,-7,2,2,4,2, ,3,2,2, ,2,1,1,5,6,7,1,1,7,1,6,6,1,1,7,5,4,4,4,4,5,4,4,3,5,5,1,6,4,1,-7,4,3,5,5,6,2,3,4,5,5,3,4,5,5,2,3,2,1,4,1,2,-9,-9,4,70,20,0,0,80,2, , ,1,3,8,5,7,1,-9,6,4,40,32,2,8,3,5,3,2,4,4,3,3,2,4,3,1,2,4,1,5,3,2,5,2,3,5,2,4,3,2,3,2,3,4,2,4,3,1,3,1,3,4,3,4,3,2,4,4,4,3,3,4,2,4,5,4,6,3,5,6,6,3,3,5,5,4,2,7,5,6,6,6,6,3,3,5, , , , , , ,4,5,1,2,2,2
13736,1,4,2,4,5,3, , ,2,2,2,3,2, ,2,1,1,3,2,1,3,2,6,5,1,2,5,1,6,2,2,2,6,6,3,5,5,3,5,5,5,5,5,3,2,5,2,4,3,3,3,3,2,4,3,4,4,3,5,4,3,5,2,2,4,1,1,4,1,2,-9,-9,4,15,60,10,0,100,1,-9,3,1,5,2,1,5,4,8,5,4,36,20,3,8,3,1,2,2,4,5,2,4,1,4,3,1,2,5,2,4,4,1,4,1,2,4,3,4,4,1,4,2,3,4,2,5,2,1,3,1,2,4,3,4,2,4,4,4,2,4,2,3,1,4,3,5,5,3,5,5,5,3,3,3,3,2,2,5,5,6,5,6,6,3,4,4, , , , , , ,1,4,4,2,3,4
13755,1,2,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,2,4,6,6,6,3,2,6,2,6,6,2,3,6,5,5,2,2,2,3,6,2,3,6,6,2,6,2,2,-7,3,2,5,5,5,2,5,3,5,5,5,5,6,2,2,3,1,1,3,2, ,-9,-9,2,50,20,0,0,80,1,1,3,2, , ,2,7,4,6,4,4,40,28,2,1,4,1,2,2,4,4,4,4,1,4,2,4,4,4,3,4,4,3,4,1,4,4,4,4,4,3,4,2,2,4,2,4,2,4,4,2,4,4,4,4,2,2,1,4,2,4,3,4,2,4,2,3,2,5,6,6,6,4,5,3,2,5,2,7,7,7,7,7,2,3,7,2, , , , , , ,1,2,4,2,1,2
13759,1,4,2,5,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,1,5,5,4,3,5,6,1,6,4,3,1,6,6,6,4,4,4,4,4,4,7,6,6,2,6,4,4,3,5,5,3,5,4,5,5,4,3,5,4,4,6,2,3,3,1,1,3,2, ,2,-9,4,15,50,0,0,90,2, , ,2,4,1,2,11,2,-9,6,4,36,0,3,8,4,4,3,2,4,4,4,4,2,3,3,1,2,4,3,4,4,2,4,2,2,4,2,4,4,3,3,2,2,4,2,4,3,2,3,2,2,4,3,4,2,4,4,4,2,3,2,4,2,3,5,4,4,5,5,5,5,4,3,4,2,4,3,7,7,7,7,7,7,4,7,6, , , , , , ,4,5,1,2,2,1
13759,2,4,2,4,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,1,5,4,3,4,3,5,1,6,4,2,1,5,4,3,3,2,2,3,5,4,6,4,7,1,4,1,1,-7,4,3,5,3,5,3,4,3,4,3,3,4,6,2,2,3,1,1,4,2, ,1,-9,3,20,50,30,4,80,2, , ,1,2,1,2,10,2,-9,5,5,30,20,2,2,2,3,3,3,4,4,3,3,3,4,2,3,3,3,4,4,3,3,3,2,3,2,4,4,3,3,2,2,3,3,3,4,3,4,2,2,3,3,3,3,2,2,3,2,3,4,4,3,2,2,5,4,5,3,5,4,4,3,3,4,3,3,5,6,5,6,6,5,6,5,6,2, , , , , , ,1,5,3,3,2,1
13761,1,1,1,2,3,2, , ,2,2,2,3,1,3,3,3,2, ,3,5,5,6,3,5,4,5,7,6,5,5,3,6,6,6,6,4,2,4,4,4,4,4,3,2,2,1,2,2,4,1,1,1,1,1,2,1,4,4,3,4,4,1,1,4,4,3,1,1,2, ,1,2,3,60,80,60,20,80,1,3,3,1,3,1,1,10,2,6,4,1,30,20,2,6,5,2,2,4,5,4,1,4,1,4,3,1,3,3,4,4,4,3,4,3,5,3,2,4,2,3,4,3,2,4,4,4,2,3,5,2,2,4,4,4,1,2,5,4,2,3,2,4,1,3,4,4,5,3,5,6,5,4,2,4,2,5,5, , , , , , , , , , , , , , , ,4,1,4,4,1,1
13763,1,3,2,2,3,2, , ,2,3,2,4,2, ,3,2,2, ,2,1,1,5,5,5,1,1,4,1,5,5,1,1,5,4,4,4,3,4,4,5,2,2,6,1,1,5,1,1,-7,2,2,5,6,5,2,5,3,2,4,5,3,3,6,1,4,1,1,2,2, ,-9,-9,3,0,0,0,0,1,2, , , , , ,2,8,2,8,5,4,36,22,2,8,2,4,3,2,4,4,4,3,2,3,1,3,2,3,4,3,3,3,3,1,4,2,4,4,2,4,2,3,3,3,2,4,2,2,1,3,2,4,4,3,2,2,1,3,2,3,5,3,2,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , ,1,5,5,4,2,2
13764,2,4,2,4,5,3, , ,-7,2,2,4,2, ,3,3,1,3,2, ,6,1,4,6,1,1,7,2,7,4,1,4,7,2,2,5,4,4,4,4,5,7,7,1,1,7,1,1,3,2,2,5,5,6,4,4,4,5,6,5,4,5,3,1,5,1,1,4,2, ,2,-9,4,60,100,100,0,100,1,1,3,1,3,1,2,13,2,9,6,5,0,0,3,1,5,2,4,1,5,4,2,4,2,4,4,2,2,3,3,5,5,1,5,1,4,4,3,5,5,2,5,1,2,4,2,4,2,1,5,1,3,5,2,5,1,3,4,4,2,5,3,4,2,3,7,5,4,5,7,7,5,2,3,1,1,3,1, , , , , , , , , , , , , , , ,1,3,2,2,2,3
13770,1,3,2,3,2,1,2, ,-7,2,2,2,2, ,2,2,2, ,3,5,6,6,6,7,1,1,3,5,7,5,2,5,7,5,5,4,3,4,4,4,4,4,5,4,1,6,4,3,3,4,3,3,1,5,5,5,4,3,3,4,6,4,4,5,3,4,1,2,1,1,2,2,3,10,1,1,0,70,1,1,2, , , ,4,8,1,1,6,4,8,32,2,2,1,5,4,2,3,3,3,3,2,2,1,3,3,4,3,3,2,2,3,1,5,5,2,3,1,3,2,3,4,3,4,3,3,2,2,3,2,4,2,3,2,3,2,3,4,3,2,2,5,3,2,6,4,6,4,4,4,3,4,2,4,2,2,3,3,5,2,2,1,4,3,2, , , , , , ,1,5,2,4,4,3
13774,1,3,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,2,1,2,4,2,5,5,2,1,5,2,5,2,1,4,5,5,3,5,4,3,3,4,3,4,5,4,1,5,1,1,-7,4,2,3,2,2,2,2,2,4,5,4,2,4,3,1,3,1,1,4,1,2,-9,-9,3,5,50,15,0,90,1,1,3,1,3,2,2,11,2,8,3,4,0,0,2,2,2,4,1,2,2,3,2,3,2,3,2,2,2,4,2,4,3,2,3,1,2,4,3,3,4,2,2,2,3,4,2,4,2,2,2,2,2,4,4,4,2,3,3,3,2,4,4,4,2,3,2,2,5,3,5,4,4,2,4,3,2,1,1, , , , , , , , , , , , , , , ,4,5,1,4,4,4
13774,3,4,2,4,4,3, , ,2,2,2,3,2, ,3,2,1,2,1,1,1,4,4,7,1,1,4,1,4,4,1,1,7,7,4,5,4,4,5,4,4,4,1,7,1,7,1,1,-7,1,1,7,7,4,1,7,1,1,7,7,4,5,1,4,4,1,1,4,1,1,-9,-9,4,80,10,2,0,20,2, , ,1,3,2,2,13,2,-9,3,5,0,0,2,9,5,1,3,1,1,1,5,3,5,1,1,4,5,5,1,5,3,1,4,1,5,5,3,5,4,3,5,1,1,3,3,5,5,1,4,5,5,5,3,5,3,1,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,1,3,1,1
13779,1,2,2,4,4,3, , ,-7,2,2,3,2, ,3,1,1,2,1,1,1,4,7,5,4,4,4,1,7,5,5,1,7,5,3,4,4,4,4,4,4,7,7,7,1,7,1,1,-7,4,5,3,3,5,5,6,6,3,3,3,3,6,2,4,4,1,1,3,1,1,2,-9,3,50,50,3,0,100,2, , , , , ,2,9,2,-9,4,4,50,32,2,1,4,2,4,2,4,5,2,4,2,5,2,2,2,5,4,4,4,1,3,2,3,4,3,4,4,2,3,2,2,3,3,4,2,2,3,2,2,5,4,4,2,4,2,4,2,5,3,4,2,4,5,4,5,3,3,5,3,5,6,3,3,4,3,5,6,6,6,6,6,3,6,5, , , , , , ,1,4,3,4,2,2
13785,1,3,2,3,3,1,2, ,2,3,2,3,2, ,3,2,2, ,3,1,1,6,5,5,1,1,5,1,5,6,3,1,6,3,2,4,4,4,4,4,4,4,3,3,1,5,3,5,3,5,5,3,4,4,3,4,4,4,4,4,4,5,4,3,4,1,1,3,1,1,-9,-9,3,20,1,1,0,1,2, , , , , ,2,11,2,-9,5,4,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , ,4,4,1,1,3,3
13789,1,2,2,4,4,3, , ,-7,3,2,4,2, ,4,1,1,3,2,1,1,6,5,6,2,6,6,1,5,5,1,1,6,4,5,6,7,1,6,4,5,2,6,5,1,6,1,2,3,5,3,2,2,4,4,5,5,2,3,2,2,6,1,4,3,1,1,2,1,1,2,-9,3,10,90,80,20,90,2, , , , , ,3,9,3,7,6,4,38,20,2,8,2,4,2,1,4,4,2,3,1,4,1,1,2,4,4,4,3,2,4,1,4,2,4,4,2,2,2,2,2,3,3,4,2,3,2,2,2,3,4,4,3,2,3,4,2,4,4,4,3,1,5,4,5,4,5,5,5,4,3,5,2,2,1, , , , , , , , , , , , , , , ,1,5,5,4,3,3
13792,1,2,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,2,2,2,3,5,5,3,3,2,6,2,6,4,1,3,5,5,5,4,3,5,4,4,3,6,5,6,2,5,3,3,-7,5,3,2,3,5,4,5,3,4,3,2,3,5,3,3,4,1,1,4,1,2,-9,-9,3,40,45,20,2,97,2, , ,2,4,3,2,6,2,9,7,4,36,32,2,8,3,2,2,2,4,3,2,4,2,4,2,2,2,3,4,4,4,2,3,1,2,3,4,4,3,2,4,2,3,2,2,4,3,2,4,2,2,2,4,2,2,2,2,4,2,3,2,4,2,2,2,3,4,3,5,3,4,4,3,3,3,3,4,6,6,6,5,4,5,3,4,5, , , , , , ,4,4,3,2,3,2
13792,2,3,2,3,3,3, , ,1,2,2,3,2, ,3,-9,2, ,3,3,6,6,7,6,6,2,2,3,7,6,3,6,7,6,6,3,1,5,2,4,2,2,5,5,1,5,2,2,-7,3,2,4,5,4,4,5,6,2,2,3,3,4,3,3,3,1,1,4,1,1,-9,-9,4,15,80,30,3,85,2, , ,2,3,3,3,7,4,-9,7,4,32,32,1,1,3,3,4,3,3,4,2,3,2,4,3,2,2,4,3,5,3,2,4,1,4,3,3,4,2,1,5,1,4,3,3,5,3,3,4,2,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,3,3,2,4,5,3,3,4,4,4,4,4,7,6,6,7,7,7,2,5,2, , , , , , ,4,5,2,2,2,3
13794,1,3,2,2,3,2, , ,1,2,2,3,2, ,2,1,2, ,3,6,7,7,4,5,4,2,4,6,7,7,1,4,7,7,6,3,3,6,2,4,2,4,7,4,1,7,1,1,3,7,6,1,1,7,4,6,4,2,4,1,5,6,3,1,5,1,1,3,1,1,1,-9,3,50,50,50,0,50,1,1,3,2,4,2,2,13,2,9,6,4,0,0,3,2,2,1,1,3,4,4,4,3,2,2,2,1,2,3,3,4,3,1,3,3,4,5,3,4,2,2,3,2,3,3,3,3,3,2,4,2,4,4,2,3,4,3,3,4,4,5,3,3,4,3,5,4,5,2,4,4,4,3,2,5,4,5,3, , , , , , , , , , , , , , , ,3,5,2,4,2,3
13799,2,3,2,4,4,1,1,3,2,1,2,4,2, ,3,2,1,2,1,6,7,5,6,7,1,1,7,6,6,5,1,4,7,5,6,4,3,3,6,6,5,7,7,7,1,7,1,1,3,6,2,4,5,7,6,6,6,1,3,4,2,7,1,1,4,1,1,4,1,1,-9,-9,4,90,90,20,0,100,1,1,3,1,3,1,2,8,3,9,5,4,40,20,2,3,4,2,4,1,5,5,2,3,2,4,1,4,4,3,4,4,4,4,3,1,4,3,4,4,4,4,2,3,2,4,2,4,4,3,3,3,1,3,5,4,2,2,5,4,2,4,5,2,1,3,3,4,5,7,7,6,6,2,2,5,5,5,2, , , , , , , , , , , , , , , ,4,5,2,4,1,1
13801,1,3,2,3,2,2, , ,1,1,2,4,2, ,3,1,1,2,1,2,4,6,6,6,2,2,6,2,6,6,1,5,7,6,5,4,4,4,4,4,4,4,6,6,1,6,1,1,-7,5,4,4,3,4,4,5,3,4,4,3,4,4,5,1,3,1,1,4,1,1,2,-9,3,30,80,40,0,100,1,-9,3,2,3,1,2,7,3,-9,4,4,40,15,2,1,4,1,4,1,4,5,1,4,1,5,3,1,1,5,2,5,4,1,4,1,3,3,2,4,4,1,4,1,2,4,1,4,2,2,4,1,2,5,3,4,2,4,4,5,2,3,3,4,1,3,5,5,6,4,5,5,5,4,5,4,3,4,3,7,5,6,7,7,7,5,2,5, , , , , , ,1,5,3,3,1,1
13801,2,3,2,3,3,2, , ,-7,2,2,3,1,4,3,1,1,2,1,1,1,7,7,7,5,4,7,1,7,7,1,1,7,7,7,4,4,4,4,7,4,4,7,7,7,7,7,3,1,7,7,4,6,6,4,3,5,3,3,3,7,6,2,1,1,2,1,4,2, ,-9,4,4,50,100,100,0,100,1,1,2,2,3,1,2,7,3,7,4,4,40,20,2,4,4,5,5,3,4,4,5,3,4,5,1,5,3,3,5,1,2,4,1,2,5,5,5,1,2,2,2,2,5,3,5,3,3,5,1,5,5,4,2,2,5,1,1,2,5,5,5,5,5,4,6,6,5,6,6,6,6,1,1,1,1,7,4,7,7,7,7,7,7,5,7,7, , , , , , ,1,2,4,3,3,2
13805,1,4,2,3,3,1,1,2,1,2,1,4,2, ,4,2,2, ,1,2,5,5,1,6,2,1,4,3,4,2,1,1,5,5,4,4,3,4,5,4,4,5,4,5,1,5,1,1,-7,1,5,3,1,1,5,5,4,4,4,3,5,5,5,1,4,1,1,4,2, ,2,-9,4,85,100,60,2,100,1,1,3,2,5,1,2,6,2,6,3,4,40,32,3,6,4,1,1,1,5,5,1,4,1,5,4,1,2,5,1,4,4,1,4,1,2,1,1,3,5,2,4,2,1,4,1,5,1,2,4,2,1,4,1,5,1,4,5,4,1,4,1,3,1,2,5,3,6,5,6,6,5,1,1,2,4,2,1,7,6,6,6,5,1,3,6,5, , , , , , ,1,2,1,1,2,2
13808,1,3,2,4,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,4,7,7,7,1,5,5,1,7,7,2,5,7,5,6,3,2,6,3,6,3,6,6,5,1,6,5,3,3,3,5,3,2,4,5,6,5,2,2,2,3,6,3,4,1,1,2, ,1,4,1,-9,-9,50,100,25,0,100,2, , , , , ,3,9,1,6,6,4,36,30,2,2,2,4,3,4,2,3,2,3,4,2,2,2,3,4,4,4,2,2,2,3,4,4,3,4,2,3,3,2,3,3,2,4,4,2,2,2,3,3,3,3,3,4,2,2,4,3,4,3,4,3,6,6,6,6,4,4,5,2,3,3,4,3,4,5,5,5,5,5,5,3,4,3, , , , , , ,4,5,1,2,2,1
13810,2,2,2,1,1,1,2, ,1,3,1,3,2, ,5,1,2, ,3,4,7,7,6,5,4,4,5,6,6,6,3,7,7,7,6,2,1,7,2,6,1,3,6,7,5,5,2,1,-9,5,3,4,7,7,4,4,4,4,2,3,4,4,6,1,4,1,1,2,2, ,2,-9,2,25,15,0,0,100,1,3,2,1,3,1,2,4,2,-9,6,4,40,35,2,6,3,4,2,3,4,5,2,4,3,3,3,2,3,4,2,4,3,2,5,2,4,5,3,4,3,3,3,2,3,3,3,4,3,2,3,2,3,5,3,4,3,2,4,4,3,3,3,3,3,3,5,5,6,2,4,4,6,2,4,3,2,4,4,6,6,6,6,6,4,3,6,4, , , , , , ,1,5,3,4,1,1
13814,1,4,2,5,5,3, , ,-7,1,2,5,2, ,4,1,1,3,1,2,3,7,6,4,2,6,7,2,7,4,2,1,6,6,4,5,5,3,6,4,5,7,3,1,1,5,2,6,4,2,4,2,3,4,5,5,4,3,5,6,5,6,3,2,3,2,1,4,1,1,-9,-9,4,50,80,30,10,99,2, , ,2,3,2,2,6,3,9,7,4,44,32,3,8,2,1,1,2,4,2,1,2,3,4,3,2,5,5,1,4,2,2,3,3,2,5,2,3,1,1,4,2,5,4,1,4,4,1,4,3,5,3,1,2,5,5,3,2,4,3,2,4,4,2,5,6,5,3,5,6,6,2,6,3,1,1,1,6,7,5,5,7,7,5,6,5, , , , , , ,3,4,2,4,3,3
13814,2,5,2,4,5,2, , ,-7,1,2,3,2, ,3,1,1,2,1,5,6,6,7,6,5,5,7,5,7,5,2,5,7,6,7,6,6,3,5,5,5,4,6,2,2,5,2,3,3,5,3,4,5,2,3,5,4,2,3,3,3,6,3,3,4,4,1,4,2, ,-9,-9,4,30,70,20,5,100,1,1,3,2,3,2,2,7,3,10,7,4,36,30,3,6,4,2,2,2,3,4,2,4,2,4,3,2,2,5,3,5,4,2,4,2,3,4,2,4,4,2,4,2,2,4,2,5,2,2,3,2,2,4,2,5,2,4,3,5,2,4,2,4,2,4,5,2,5,5,5,6,5,3,5,3,3,3,4,6,7,6,6,6,4,3,6,6, , , , , , , , , , , , 
13821,1,3,2,4,4,3, , ,-7,2,2,3,2, ,3,2,1,3,2,1,1,5,5,5,1,5,4,1,5,5,1,1,5,1,5,3,2,3,2,3,2,3,6,6,1,5,1,1,1,2,2,3,4,3,3,5,3,3,3,3,3,4,3,1,3,1,1,4,1,2,-9,-9,3,50,50,20,0,0,2, , , , , ,2,7,2,9,7,4,40,32,2,3,3,3,3,2,4,4,2,3,2,3,1,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,3,3,2,3,3,2,3,3,3,2,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,4,3,2,3, , , , , , ,1,2,2,2,3,3
13823,1,3,2,4,2,1,1,3,-7,1,2,3,1,4,3,2,1,2,2,2,5,7,7,7,1,4,7,2,7,7,1,4,7,1,4,5,3,3,4,4,4,5,6,7,1,7,1,1,-7,5,7,4,7,7,6,7,5,5,5,3,4,6,2,2,4,1,1,3,2, ,2,-9,2,70,10,0,0,5,1,1,5,2,3,2,2,10,4,-9,5,4,40,24,2,8,3,2,3,5,5,4,4,3,2,4,1,2,3,3,2,4,3,3,3,1,5,5,3,5,3,2,3,2,3,4,3,3,3,1,4,2,1,4,3,4,1,2,3,4,3,4,2,3,2,4,3,1,1,1,2,4,1,2,4,3,4,4,2, , , , , , , , , , , , , , , ,1,5,1,4,3,1
13826,1,3,2,4,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,1,4,6,1,4,4,6,1,5,4,2,1,4,6,5,5,3,3,4,5,4,6,6,5,2,4,2,3,-7,5,5,5,3,4,3,5,5,5,5,5,5,5,2,2,3,1,1,3,1,1,2,-9,3,20,100,20,0,80,2, , ,1,3,2,2,7,2,-9,5,4,40,36,2,8,3,3,2,3,4,3,2,4,3,4,2,3,2,3,3,4,4,2,4,2,3,4,4,3,3,2,3,3,2,4,3,4,2,2,3,2,2,4,4,4,2,3,2,3,2,4,3,4,2,4,5,5,5,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,3,6,5, , , , , , ,3,3,2,3,1,2
