nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
21142,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,5,5,5,4,5,4,4,5,5,5,2,5,4,4,5,4,5,4,5,5,4,4,5,4,5,5,4,5,4,5,4,3,4,5,4,5,5,5,4,5,4,5,5,5,5,3,3,2,3,2,1,4,1,2,2,3,-9,50,15,10,5,95,2, , ,2, , ,2,3,3,8,6,4,35,20,2,1,4,3,3,3,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,3,3,2,2,2,2,3,2,2,3,4,4,3,3,4,3,3,3,4,3,4,4,3,3,3,2,2,2,2,3,5,4,5,4,5,4,3,5,4,5,4,5,4, , , , , , , , , ,2,4,2,2,3,3
21166,1,1,1,5,2,4,5,3, , ,2,1,2,4,2, ,3,1,2, ,1,1,2,5,5,6,4,3,5,2,6,3,1,3,6,6,4,6,2,2,6,4,3,5,6,3,6,6,6,7,2,7,7,1,1,7,7,1,5,5,4,6,6,6,6,6,3,5,5,6,4,-7,3,3,5,3,5,3,4,4,4,5,4,5,5,5,2,1,3,1,1,4,2, ,-9,5,5,60,70,30,0,50,2, , ,2,3,1,2,5,3,7,5,4,50,20,3,6,3,2,4,1,3,5,4,3,2,4,2,2,3,4,4,4,4,3,4,2,4,4,4,4,3,2,3,2,3,3,2,4,2,3,4,2,2,4,4,4,2,4,3,4,2,4,5,3,2,3,5,5,3,2,6,6,5,3,5,5,2,3,3,5,6,6,6,6,4,6,7,4,4,5,1,3,1,1
21346,1,1,1,4,2,3,3,2, , ,-7,2,2,3,2, ,2,2,1,2,1,1,3,6,7,7,6,4,6,1,7,7,4,4,7,6,6,7,3,1,5,3,1,4,5,1,6,6,6,6,1,6,7,4,2,7,7,2,4,1,2,3,4,2,6,7,7,1,7,2,1,-7,4,3,3,2,5,2,6,4,2,2,3,2,4, ,4,2,3,1,1,4,2, ,-9,2,2,100,0,0,0,100,2, , , , , ,3,5,1,-9,5,4,35,28,2,8,2,3,4,1,4,4,1,5,1,2,1,1,2,4,2,2,4,1,2,1,3,4,5,3,1,1,1,1,1,4,3,4,1,1,1,1,2,4,5,3,4,3,2,3,1,4,5,3,3,4,3,3,3,3,6,4,4,2,4,4,1,1,1,7,7,7,7,7,3,3,7,3,1,3,4,2,1,2
21424,1,1,1,4,2,3,3,2, , ,2,2,2,2,1,2,2,3,2, ,3,2,4,5,5,7,2,3,6,2,6,4,1,6,7,5,5,4,4,2,6,5,3,4,6,2,6,4,6,7,2,4,6,2,2,6,6,5,5,3,4,4,5,4,5,7,7,1,7,2,2,1,5,3,5,4,5,3,4,3,5,4,5,4,3,7,2,3,2,1,1,3,2, ,2,2,2,45,90,0,0,99,1,1,3,2,3,1,2,10,2,8,4,4,36,10,1,6,3,2,4,2,4,4,2,3,1,5,4,1,4,2,4,5,4,2,4,2,4,4,4,4,3,5,3,1,4,3,2,4,3,2,2,2,2,4,5,4,4,2,2,3,3,3,4,4,2,2,5,5,4,4,6,6,5,5,3,3,3,4,3, , , , , , , , , ,4,5,1,2,2,3
21424,2,1,1,4,2,4,3,2, , ,2,3,2,3,2, ,3,-9,1,2,3,2,6,4,6,6,1,1,5,2,6,4,1,6,7,4,4,4,4,2,4,2,2,3,5,3,7,3,7,7,2,6,6,2,2,7,6,4,5,5,2,5,2,4,6,7,7,1,7,1,1,-7,4,2,6,6,2,2,4,6,2,6,3,1,4, ,5,3,2,1,1,3,2, ,-9,2,2,50,100,50,0,100,1,1,5,1,3,1,2,10,2,-9,2,5,20,10,2,1,1,2,1,1,3,4,3,2,3,3,1,1,3,3,4,4,2,3,4,1,5,3,4,5,2,3,2,1,3,3,4,4,4,3,3,2,3,2,3,4,3,1,2,4,1,4,3,3,3,1,3,1,4,1,6,2,1,5,6,6,4,6,2, , , , , , , , , ,4,3,1,4,4,2
21428,1,1,0,4,2,3,1,2, , ,2,2,2,3,1,4,4,3,2, ,3,3,3,6,6,1,2,2,5,5,5,5,1,5,5,5,4,4,3,2,5,3,2,2,5,2,6,2,6,3,5,2,2,5,4,3,2,6,5,6,3,4,3,4,5,7,6,5,5,3,4,1,4,5,6,2,5,3,5,3,4,4,5,3,3,6,3,1,2,2,1,4,1,3,-9,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21555,1,1,1,6,1,3,3,2, , ,2,2,2,3,2, ,4,2,2, ,3,5,5,7,7,7,7,7,7,5,5,7,1,1,4,1,7,6,6,1,5,1,4,7,7,1,7,5,7,7,2,5,7,1,2,7,4,4,5,3,4,3,5,3,5,3,2,1,6,2,4,3,5,5,1,1,2,6,6,6,2,1,2,4,4,3,3,5,3,1,1,4,1,4,2,3,-9,70,99,90,5,100,1,3,2,1,4,1,2,6,4,10,6,4,40,24,2,6,3,1,3,2,4,5,2,4,1,4,3,2,1,5,3,4,4,1,3,1,2,4,3,4,5,1,5,2,2,4,1,4,1,1,4,2,1,5,2,3,1,3,5,4,3,4,1,3,1,2,4,4,7,5,6,6,6,2,4,2,1,1,1,7,2,7,6,6,5,1,1,3,4,5,4,2,4,2
21555,2,1,1,6,1,3,3,2, , ,1,2,2,3,2, ,4,2,2, ,3,4,4,7,7,7,7,7,7,4,1,7,1,1,4,1,7,7,6,1,4,1,5,7,7,1,6,7,7,7,1,6,6,1,2,6,4,3,5,3,5,3,5,3,4,4,2,1,6,2,4,3,5,5,2,1,2,5,6,6,1,1,2,4,4,3,2,5,3,1,1,4,1,4,2,3,5,70,100,90,10,100,1,3,2,1,2,1,2,6,4,-9,6,4,40,24,1,6,5,5,2,1,4,5,5,5,1,3,2,1,4,4,1,5,2,2,5,1,4,4,3,5,2,2,4,1,3,3,1,5,5,1,4,1,2,5,4,5,2,3,3,5,3,3,1,5,1,2,4,4,7,4,6,6,6,2,2,2,1,2,1,7,7,6,7,5,5,2,7,6,1,5,3,2,2,2
21609,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,20,0,0,20,2, , , , , ,2,4,2,-9,6,4,30,30,2,8,2,4,3,2,4,3,3,3,2,4,3,2,4,4,2,4,4,3,3,3,3,3,3,4,3,3,4,2,3,4,3,3,2,3,3,2,3,4,3,3,3,3,2,3,3,3,2,3,2,3,5,5,5,5,5,4,4,3,3,3,4,3,3,4,4,4,5,5,6,4,4,2,1,2,2,3,3,3
21665,1,1,1,6,2,3,3,2, , ,2,2,2,2,1,3,3,4,1,2,1,2,2,7,4,5,1,2,4,1,5,6,1,1,4,5,4,6,3,1,5,2,4,5,5,3,4,6,4,6,2,3,1,4,5,2,4,6,4,4,4,4,2,4,3,4,5,4,5,5,4,3,3,2,5,3,5,4,4,6,4,6,6,5,4,4,5,1,3,1,1,3,2, ,2,4,5,35,5,5,0,5,2, , ,1,3,1,2,8,2,9,5,4,40,20,3,9,3,2,1,4,4,4,3,3,1,4,2,2,1,4,2,3,5,4,4,1,4,3,3,4,4,5,3,3,3,4,2,4,1,3,3,2,1,4,4,4,2,2,3,4,2,5,3,4,2,3,2,2,6,2,6,6,4,6,4,6,6,3,3,5,5,4,6,3,4,3,4,2,4,5,2,1,3,3
21665,2,1,1,6,2,3,4,2, , ,2,3,2,3,2, ,3,2,1,2,1,1,1,7,4,4,1,6,6,1,2,6,1,1,4,4,5,5,2,1,2,2,1,1,6,2,5,4,4,6,1,5,2,4,2,3,1,2,5,4,3,3,3,2,6,5,3,2,5,2,1,2,3,4,5,3,5,2,4,2,3,4,6,6,3,5,5,4,3,1,1,4,2, ,2,4,2,50,70,30,0,90,2, , ,1,3,1,2,9,2,-9,4,4,36,25,3,3,4,1,4,1,4,4,1,4,1,5,2,1,3,4,2,5,3,4,4,1,4,4,3,5,3,2,4,1,4,3,1,4,3,4,5,1,1,4,4,5,2,1,4,4,2,4,1,4,2,2,2,5,5,5,6,2,6,2,7,2,5,1,1,6,6,6,6,6,6,4,7,4,1,2,2,3,3,1
21804,1,1,0,4,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,2,1,3,6,6,6,6,1,5,6,3,6,6,1,4,6,6,4,6,2,1,6,4,1,5,6,2,6,6,6,4,1,6,6,2,1,6,6,1,5,6,6,5,2,5,5,6,6,3,6,2,1,1,6,1,5,4,5,4,6,2,2,5,5,5,6,7,1,1,4,1,1,3,1,1,-9,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21881,1,1,1,5,2,3,2,2, , ,2,2,2,3,2, ,3,2,1,2,2,4,6,5,5,5,3,3,5,2,5,2,2,4,5,5,5,5,2,2,5,2,2,4,5,2,6,3,6,5,1,5,3,3,2,6,4,4,4,2,2,2,4,2,2,5,5,2,4,4,2,-7,1,1,4,4,4,2,4,3,2,2,4,2,5, ,3,1,4,2,1,4,2, ,2,3,5,50,70,50,0,100,1,1,3,2,3,1,2,9,2,-9,3,4,36,30,2,4,4,1,2,1,3,4,1,3,1,5,1,3,1,4,4,3,4,1,4,1,1,1,4,3,1,1,2,3,2,3,4,4,1,3,2,3,2,4,4,4,2,1,4,4,1,4,4,3,1,3,5,5,6,6,6,4,5,2,7,2,1,1,6, , , , , , , , , ,2,5,1,4,3,3
21881,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,100,100,0,100,1,-9,3,2,3,1,2,9,2,-9,5,4,38,22,2,1,4,1,4,1,3,5,1,3,2,4,4,1,3,3,1,4,3,3,4,1,5,3,3,4,3,3,4,1,3,3,1,3,3,3,3,1,3,3,4,3,3,1,2,4,3,3,3,3,2,3,4,4,4,5,4,4,4,5,6,3,3,4,5,5,5,3,6,3,3,6,6,3,3,4,2,2,3,3
21903,1,1,1,5,2,3,3,2, , ,2,2,2,3,1,3,4,2,2, ,3,2,3,3,2,2,1,1,6,1,3,2,1,2,2,2,2,2,1,4,3,3,1,5,7,6,7,2,7,7,3,6,7,7,5,2,6,3,4,3,4,4,4,6,5,4,6,1,7,6,4,2,2,3,6,5,4,2,6,3,4,6,6,2,2,1,3,1,1,1,1,1,1,1,-9,3,4,60,75,75,50,100,1,3,3,2,3,-7,2,8,4,9,6,4,80,70,3,6,4,4,1,1,4,4,4,3,4,4,3,4,1,4,5,3,5,1,4,1,2,3,4,3,3,4,4,2,3,3,1,5,1,2,3,3,1,4,5,3,1,4,3,3,1,4,3,3,1,3,3,2,3,6,6,5,2,2,4,2,2,1,2,7,6,7,6,7,2,2,4,7,4,2,3,1,2,1
21997,1,1,1,6,2,3,3,2, , ,-7,2,2,3,2, ,2,1,2, ,2,7,7,7,7,7,6,6,7,7,7,7,3,4,7,7,7,7,3,1,6,3,5,7,7,2,7,6,7,6,2,7,7,3,2,6,5,5,4,4,4,4,5,4,4,6,3,6,6,5,4,2,2,5,2,1,5,4,6,5,2,5,4,3,5, ,2,3,4,1,1,3,2, ,-9,2,5,10,50,20,0,50,1,3,3,1,3,1,2,9,2,-9,4,4,40,20,2,9,4,1,3,2,4,4,1,3,2,4,1,4,1,3,3,4,4,2,3,1,2,3,3,2,4,3,3,4,2,3,2,3,1,3,3,3,2,4,4,2,2,3,3,4,3,4,3,3,2,3,5,6,6,6,6,6,6,3,5,5,2,2,5,6,6,6,5,6,7,4,6,4,3,2,5,4,3,2
22286,1,1,1,5,2,4,4,3, , ,2,1,2,3,2, ,4,2,1,1,1,6,4,4,6,6,6,3,6,4,6,5,1,3,6,6,6,6,4,2,2,2,3,3,6,2,5,5,6,6,1,6,6,4,1,6,6,2,5,5,4,4,3,4,4,4,3,4,3,4,2,-7,6,3,2,4,4,5,4,4,3,4,4,3,5, ,2,1,4,2,1,3,1,1,2,2,-9,30,65,50,10,100,2, , ,2,3,3,2,4,2,9,6,4,36,34,3,8,3,2,2,1,4,4,2,4,2,4,4,1,4,3,2,4,3,3,4,1,4,4,2,4,2,4,4,2,3,3,3,4,3,2,4,2,4,4,2,3,4,2,4,4,4,4,2,3,4,2,3,5,5,5,5,3,4,5,3,4,4,4,4,3,3,6,6,6,2,5,3,3,1,3,2,4,2,2
22342,1,1,1,5,2,4,5,3, , ,2,2,2,4,1,4,2,1,1,3,1,1,2,5,7,7,5,1,6,1,7,5,3,5,6,7,3,5,4,1,4,6,4,4,6,1,7,5,6,7,1,7,7,3,2,6,4,3,4,5,4,4,5,4,5,6,6,1,7,3,3,-7,5,5,2,3,4,3,6,4,2,3,3,4,4, ,4,2,3,2,1,4,1,2,2,2,-9,20,100,2,0,100,2, , ,1,4,1,2,5,2,8,5,4,40,30,3,3,3,2,4,3,5,5,1,4,1,4,1,2,4,4,4,3,4,3,3,1,4,3,5,4,3,3,3,2,3,3,4,4,5,3,1,2,2,5,3,3,4,3,3,3,3,5,5,3,2,3,4,4,6,4,5,7,3,2,3,3,1,2,4,5,3,4,4,6,5,4,4,2,1,5,4,2,2,1
22433,1,1,0,6,2,3,3,2, , ,2,2,2,3,2, ,-9,-9,1,-9,1,4,4,6,5,4,4,4,6,3,4,4,4,5,5,5,4,5,3,4,4,4,2,4,5,3,5,3,5,4,3,4,4,5,3,3,4,4,3,5,3,5,4,4,5,3,3,4,4,5,5,3,5,4,3,3,5,4,4,4,4,4,4,4,3,5,2,1,3,1,1,3,1,1,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22468,1,1,1,4,-9,3,3,2, , ,1,2,1,3,2, ,1,2,2, ,2,1,2,7,5,6,1,2,1,1,7,7,1,4,6,6,4,6,1,1,6,5,4,1,6,1,5,2,6,7,3,6,3,3,2,7,7,2,2,1,6,1,2,1,2,4,6,2,4,1,1,-7,6,6,5,3,5,1,5,6,3,4,4,3,4, ,5,1,4,1,1,2,1,2,-9,2,-9,25,0,2,0,2,1,1,3,1,3,1,3,8,4,-9,5,4,40,20,1,8,3,1,3,1,3,4,1,4,1,5,2,1,1,3,2,4,3,2,3,1,4,3,3,4,3,3,3,2,2,3,2,4,2,3,4,2,2,3,4,4,2,2,2,4,2,3,3,3,2,4,4,2,2,3,4,4,3,4,1,7,5,5,5, , , , , , , , , ,3,3,3,4,3,2
22468,2,1,1,4,-9,3,3,2, , ,1,2,1,3,2, ,2,2,2, ,2,1,2,7,5,6,1,2,1,1,7,7,1,4,6,6,4,6,1,1,6,5,4,1,6,1,5,2,6,7,3,6,3,3,2,7,7,2,2,1,6,1,2,1,2,6,6,1,4,1,2,-7,6,6,3,4,6,4,5,6,2,4,4,3,5, ,4,4,5,1,1,3,1,2,2,2,-9,50,5,5,5,5,1,1,5,3,3,1,3,9,4,-9,5,4,36,36,2,8,3,4,2,3,2,4,2,3,2,3,2,2,3,3,2,4,2,2,3,1,4,4,3,4,2,3,4,2,3,2,3,4,3,2,3,2,4,2,3,4,3,2,2,4,3,2,2,4,4,2,1,1,5,5,4,3,6,3,2,2,3,6,2,7,7,6,7,7,4,5,6,7,1,2,4,2,3,4
22498,1,1,1,5,3,4,4,2, , ,2,2,2,3,2, ,3,2,1,2,2,5,5,3,4,6,1,1,4,5,4,2,2,4,5,2,2,6,3,2,6,3,2,5,6,2,5,4,6,6,2,6,6,2,2,5,6,2,2,2,2,2,6,2,2,6,6,6,6,2,2,-7,4,2,6,5,6,4,6,2,2,6,6,6,6, ,2,4,3,2,1,1,1,1,-9,2,5,40,100,50,20,100,1,-9,3,2,3,1,2,6,4,8,5,4,55,20,2,1,4,2,3,2,4,4,2,4,2,4,3,2,2,3,2,4,4,3,4,2,2,3,2,4,4,3,4,4,4,4,4,4,2,4,4,2,4,4,2,4,3,2,3,3,2,4,2,4,2,3,7,5,3,2,5,6,4,2,3,5,3,4,3,2,2,6,5,4,2,3,2,3,4,5,1,4,3,1
22498,2,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,5,1,5,7,5,6,7,2,2,4,5,6,6,5,6,7,5,4,6,4,1,6,3,1,6,6,1,7,6,7,7,1,6,7,2,1,7,7,1,4,2,2,4,5,1,6,7,7,1,7,1,1,-7,4,2,3,3,5,2,6,2,2,4,3,3,5, ,3,4,3,1,1,2,2, ,-9,3,5,10,90,50,5,95,1,3,5,1,3,1,2,5,3,-9,5,4,55,20,2,1,3,2,4,1,4,4,1,3,1,5,2,2,3,2,2,4,3,4,4,1,4,2,2,5,2,4,3,2,2,3,1,4,2,2,3,1,3,3,4,4,2,2,2,3,2,4,2,3,2,3,5,3,4,3,5,5,6,2,2,4,4,3,1, , , , , , , , , ,4,4,2,2,1,1
22595,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0,0,0,50,1,-9,2,2,3,1,2,4,5,-9,2,4,36,36,2,6,4,3,4,1,4,3,5,3,2,4,4,1,4,3,2,5,3,4,5,1,5,5,3,5,1,3,4,2,3,3,2,4,4,2,4,1,2,4,4,4,3,2,2,4,2,4,4,4,3,3,6,3,3,3,4,5,4,5,7,4,2,2,3, , , , , , , , , ,1,2,3,2,2,2
22708,1,1,1,6,2,4,4,3, , ,2,3,2,4,2, ,3,1,1,1,2,4,5,1,5,5,1,4,4,4,5,4,1,5,5,5,3,4,4,2,2,4,2,2,6,2,6,4,6,4,1,5,6,2,2,4,3,2,4,4,4,4,4,4,4,5,4,1,5,2,2,-7,2,2,2,2,2,2,2,3,2,3,2,2,5, ,2,1,4,2,1,3,1,2,2,2,2,50,10,1,0,50,1,1,3,2,3,2,3,11,3,-9,6,5,0,20,2,3,3,1,1,5,3,4,1,3,1,4,1,1,1,4,1,4,4,2,4,1,3,3,3,4,4,1,3,1,1,3,1,4,1,2,4,1,2,4,2,4,1,1,2,4,2,4,1,4,1,3,4,4,4,1,5,3,2,4,4,4,4,4,4, , , , , , , , , ,3,5,1,4,4,4
22746,1,1,1,5,2,4,3,2, , ,2,2,2,3,1,1,4,2,1,2,2,5,4,6,6,4,4,4,7,5,7,5,4,5,7,5,6,5,2,1,6,1,3,5,5,4,7,5,6,6,1,6,6,3,2,6,6,5,4,4,5,4,6,5,6,4,3,1,4,5,5,-7,5,4,5,4,5,5,4,3,4,5,6,4,5,4,3,2,2,2,1,4,1,2,2,2,5,80,50,40,0,100,2, , ,1,3,1,2,5,4,-9,5,4,40,28,2,1,2,5,2,3,3,4,1,3,1,3,2,2,3,2,4,5,3,4,3,1,5,1,3,5,3,3,5,1,5,2,1,5,4,3,2,1,5,3,5,5,5,1,1,2,4,2,3,3,3,2,4,2,1,1,7,6,3,4,2,4,3,2,4,6,7,5,6,5,1,4,7,5,1,1,4,4,3,3
22746,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,80,80,0,100,2, , ,1,4,1,2,5,4,6,5,4,42,28,2,1,2,3,2,4,5,4,2,2,4,3,3,5,4,2,5,5,3,2,4,1,2,4,4,5,3,2,3,2,5,4,1,5,2,1,3,2,1,5,5,5,1,2,3,5,1,4,2,4,2,5,2,4,5,3,5,3,6,3,2,6,5,6,3,7,6,6,6,6,3,4,2,2,4,4,1,2,1,1
22768,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,100,1,1,2,1,2,2,1,4,3,-9,5,4,40,20,2,6,2,1,2,1,1,1,1,2,2,1,3,2,2,3,2,2,2,3,2,3,2,3,3,2,3,3,2,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,4,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,3,3,5,2,1,5,1,1,1,1
22944,1,1,0,4,2,2,3,2, , ,-7,1,2,2,2, ,2,1,1,1,1,7,7,7,7,7,4,6,4,7,7,5,1,6,7,1,5,6,1,1,7,7,7,7,7,1,7,4,7,7,1,7,7,2,4,7,1,4,5,2,6,7,1,2,1,6,6,1,6,6,1,-7,6,6,2,6,2,6,6,6,2,2,4,2,4, ,2,1,5,2,1,3,2, ,-9,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22944,2,1,0,4,2,2,3,2, , ,-7,1,2,3,2, ,1,1,1,1,1,6,6,6,6,6,2,2,2,6,7,4,2,6,7,2,5,5,2,6,7,7,7,6,7,1,7,7,7,7,1,7,7,2,6,7,7,2,6,2,3,6,1,2,1,3,6,2,6,1,1,-7,6,6,2,4,6,2,6,6,2,2,6,2,4, ,2,1,3,2,1,3,2, ,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23197,1,1,1,4,1,2,3,2, , ,2,3,2,3,2, ,3,1,1,1,2,4,6,6,6,7,5,5,7,7,6,4,4,5,7,4,6,7,7,2,4,4,6,4,6,2,6,4,6,4,3,6,6,3,5,7,2,6,3,3,5,5,3,4,6,6,3,2,6,2,4,3,5,6,3,4,4,5,4,4,4,2,6,4,5,3,5,3,4,2,1,3,1,1,2,2,2,50,80,80,30,100,1,3,2,1,3,1,2,7,3,7,4,4,36,0,2,6,3,3,3,2,4,3,3,4,2,3,3,2,2,3,3,4,4,3,3,3,3,4,4,4,3,2,4,2,3,3,3,3,3,2,4,3,3,3,2,4,3,3,3,3,2,4,3,3,4,4,6,6,6,5,4,4,5,4,2,4,4,4,2,4,4,4,5,2,6,5,6,2,1,2,3,2,1,1
23677,1,1,1,5,2,4,4,2, , ,-7,1,2,3,1,3,3,1,1,3,1,2,2,2,3,3,1,1,6,2,5,6,1,4,4,5,2,6,5,1,5,4,1,1,5,2,4,4,6,6,3,6,6,2,2,6,4,4,6,6,2,6,4,6,6,1,7,1,7,1,1,-7,2,2,6,6,6,2,1,1,1,7,7,7,5, ,2,1,4,1,1,4,1,2,2,4,-9,25,0,100,0,100,1,-9,3,1,3,1,2,12,2,-9,6,4,15,10,3,9,2,4,3,2,4,4,2,4,2,4,3,2,2,5,1,4,4,3,4,2,3,3,2,4,3,2,3,3,2,4,2,3,2,2,2,2,3,4,2,3,2,3,4,4,3,4,4,4,3,3,6,2,4,4,6,6,6,6,6,3,4,3,6, , , , , , , , , ,4,5,1,4,3,3
23703,1,1,1,4,2,3,4,3, , ,-7,1,2,3,1,3,4,1,1,2,1,5,7,6,5,7,5,3,4,4,7,5,1,4,7,5,5,5,1,1,4,1,4,5,6,2,7,7,7,6,1,7,7,4,1,7,7,1,4,4,5,6,5,4,6,6,6,1,6,1,1,-7,5,6,2,2,5,4,6,4,2,6,2,4,6, ,2,1,4,1,1,3,1,1,2,4,4,50,70,50,10,100,2, , , , , ,2,4,2,7,5,4,40,36,2,1,3,1,3,1,5,5,1,4,1,5,1,1,3,4,4,5,3,1,3,1,5,3,5,5,3,1,3,1,3,3,3,4,3,2,1,1,3,4,5,4,3,3,1,4,3,5,5,4,2,2,5,5,2,1,6,6,4,1,2,5,1,1,1,7,7,7,7,5,1,3,7,2,1,2,1,4,1,2
23847,1,1,1,5,2,4,4,2, , ,-7,1,2,3,2, ,4,1,1,2,1,1,1,4,5,5,4,3,6,1,6,4,5,1,6,4,4,5,3,2,5,4,2,6,6,2,6,5,5,7,3,5,6,6,3,5,6,3,5,5,4,4,5,4,5,5,3,3,4,3,3,-7,3,3,5,4,5,2,4,3,5,6,5,4,4,5,3,1,2,4,1,3,2, ,2,4,2,30,50,10,1,85,2, , ,1,3,2,2,4,2,7,4,4,36,30,2,6,3,2,1,1,3,3,2,4,1,3,4,1,3,4,2,4,4,4,5,3,4,4,2,4,2,4,2,2,4,3,2,4,2,2,4,2,2,4,2,4,2,3,2,3,4,2,4,2,2,2,3,3,5,4,5,5,6,2,4,5,2,3,5,3,4,5,5,5,5,4,5,5,1,2,3,1,2,2
23847,2,1,1,5,2,4,4,2, , ,2,2,2,3,2, ,4,3,1,2,1,2,6,6,6,7,6,5,7,2,7,6,2,6,7,7,7,7,2,2,4,5,2,5,6,2,7,5,7,5,3,7,7,5,3,7,6,4,4,4,4,4,6,4,6,6,7,1,6,1,1,-7,2,2,6,2,6,3,5,4,5,5,5,3,3, ,3,5,1,1,1,4,2, ,2,4,2,30,30,20,10,40,2, , ,2,3,1,2,4,2,-9,6,4,36,36,1,6,4,2,2,2,5,5,2,4,3,5,3,1,2,4,2,5,4,3,5,3,4,5,2,5,4,3,4,2,3,4,2,4,2,2,4,2,2,4,3,4,2,3,4,5,4,4,1,4,1,3,5,5,6,6,6,7,7,2,3,2,2,3,2,7,7,5,7,5,5,5,7,4,1,4,2,2,3,2
24074,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,75,20,10,95,2, , , , , ,3,6,2,-9,4,4,38,25,2,6,3,5,2,1,5,5,1,4,2,4,1,1,4,4,5,4,3,3,2,1,5,5,5,4,2,3,1,2,3,4,3,4,4,2,1,1,3,3,5,4,4,3,1,4,4,4,5,3,4,3,4,3,6,5,6,6,6,5,4,4,3,3,2,6,5,6,6,5,7,6,2,2,3,5,4,4,2,1
