nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,belbezig,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
13983,1,1969,1,1,6,6,1,2,0,3,4,25,2,1,1,1,1
13983,2,1970,2,3,5,5,1,2,0,3,4,25,2,0,0,1,1
14023,1,1973,1,1,6,6,1,1,0,2,5,30,1,1,1,0,1
14081,1,1958,1,2,5,5,3,2,0,2,4,23,2,1,0,1,1
14081,2,1962,2,1,5,5,1,2,0,2,4,23,2,0,1,1,1
14086,1,1972,2,1,7,4,6,1,0,2,2,28,1,1,1,0,2
14097,1,1939,1,1,6,6,8,2,0,2,5,30,2,1,1,1,1
14097,2,1936,2,2,5,5,7,2,0,2,5,30,2,0,0,1,1
14116,1,1973,1,1,7,7,1,1,0,1,1,27,1,1,1,0,2
14178,1,1963,2,2,6,4,9,3,1,3,4,24,3,1,0,1,1
14178,2,1948,1,1,3,3,9,3,1,3,4,24,3,0,1,1,1
14178,3,1992,2,5,3,2,6,3,1,3,4,24,3,0,0,1,1
14184,1,1966,1,1,7,7,1,1,0,2,1,27,1,1,1,0,2
14188,1,1953,1,1,3,3,1,2,1,1,1,27,4,1,1,0,2
14188,3,1997,1,5,2,8,13,2,1,1,1,27,4,0,0,0,2
14199,1,1939,1,1,7,7,8,2,0,4,3,22,2,1,1,1,1
14199,2,1953,2,2,7,7,8,2,0,4,3,22,2,0,0,1,1
14201,1,1970,2,2,7,5,6,4,2,1,3,20,3,1,0,1,1
14201,2,1972,1,1,6,6,1,4,2,1,3,20,3,0,1,1,1
14201,3,2003,1,5,8,8,13,4,2,1,3,20,3,0,0,1,1
14201,4,2004,1,5,8,8,13,4,2,1,3,20,3,0,0,1,1
14204,1,1945,1,2,4,4,9,2,0,1,2,28,2,1,0,1,2
14204,2,1946,2,1,5,5,1,2,0,1,2,28,2,0,1,1,2
14205,1,1952,1,1,6,6,1,4,2,3,1,28,3,1,1,1,1
14205,2,1961,2,2,6,6,3,4,2,3,1,28,3,0,0,1,1
14205,3,1988,2,5,4,4,6,4,2,3,1,28,3,0,0,1,1
14205,4,1990,2,5,3,3,6,4,2,3,1,28,3,0,0,1,1
14208,1,1968,1,1,5,5,3,1,0,1,1,27,1,1,1,0,2
14213,1,1922,1,1,5,5,7,1,0,2,2,27,1,1,1,0,1
14215,1,1970,2,2,4,3,11,2,0,2,1,28,2,0,0,1,1
14215,2,1964,1,1,7,7,1,2,0,2,1,28,2,1,1,1,1
14219,1,1955,2,3,7,7,3,2,0,1,1,27,2,1,0,1,1
14219,2,1949,1,1,7,7,3,2,0,1,1,27,2,0,1,1,1
14220,1,1932,2,1,4,4,7,1,0,2,1,28,1,1,1,0,2
14221,1,1951,1,1,3,3,1,2,0,2,1,28,2,1,1,1,1
14221,2,1957,2,2,3,3,7,2,0,2,1,28,2,0,0,1,1
14223,1,1971,1,1,6,5,1,4,2,1,3,20,3,0,1,1,1
14223,2,1975,2,2,5,5,1,4,2,1,3,20,3,1,0,1,1
14223,3,2003,1,5,8,8,13,4,2,1,3,20,3,0,0,1,1
14223,4,2004,1,5,8,8,13,4,2,1,3,20,3,0,0,1,1
14226,1,1970,2,3,7,7,3,2,0,1,1,28,2,1,1,1,2
14226,2,1970,1,1,4,4,3,2,0,1,1,28,2,0,0,1,2
14229,1,1945,2,2,3,3,7,2,0,1,2,28,2,1,0,1,1
14229,2,1946,1,1,3,3,1,2,0,1,2,28,2,0,1,1,1
14235,1,1964,1,1,7,7,1,2,0,1,1,27,2,1,0,1,1
14235,2,1972,2,2,7,7,1,2,0,1,1,27,2,0,1,1,1
14236,1,1934,1,1,6,6,8,1,0,1,1,27,1,1,1,0,2
14237,1,1937,1,1,7,7,8,2,0,4,2,27,2,1,1,1,1
14237,2,1945,2,2,6,5,8,2,0,4,2,27,2,0,0,1,1
14240,1,1966,1,1,5,5,1,5,3,4,3,22,3,0,1,1,1
14240,2,1969,2,2,5,5,1,5,3,4,3,22,3,1,0,1,1
14240,3,1993,1,5,2,8,13,5,3,4,3,22,3,0,0,1,1
14240,4,1995,1,5,2,8,13,5,3,4,3,22,3,0,0,1,1
14240,5,2000,1,5,2,8,13,5,3,4,3,22,3,0,0,1,1
14242,1,1925,1,1,6,6,8,1,0,3,5,30,1,1,1,0,1
14245,1,1965,1,3,7,6,1,3,1,1,3,20,3,0,0,1,1
14245,2,1968,2,1,7,6,1,3,1,1,3,20,3,1,1,1,1
14245,3,2002,2,5,8,8,13,3,1,1,3,20,3,0,0,1,1
14247,1,1951,1,1,4,2,1,3,1,1,1,28,3,1,1,1,1
14247,2,1956,2,2,4,4,1,3,1,1,1,28,3,0,0,1,1
14247,3,1987,2,5,9,4,6,3,1,1,1,28,3,0,0,1,1
14248,1,1961,2,1,5,5,1,1,0,1,1,27,1,1,1,0,2
14249,1,1969,2,3,6,6,1,2,0,4,5,30,2,1,0,1,1
14249,2,1965,1,1,3,3,1,2,0,4,5,30,2,0,1,1,1
14254,1,1968,2,2,3,3,7,4,2,4,4,23,3,1,0,1,1
14254,2,1964,1,1,3,3,1,4,2,4,4,23,3,0,1,1,1
14254,3,1995,1,5,2,8,13,4,2,4,4,23,3,0,0,1,1
14254,4,1996,2,5,2,8,13,4,2,4,4,23,3,0,0,1,1
14261,1,1928,2,1,3,3,8,2,0,4,5,31,2,1,0,1,1
14261,2,1924,1,2,3,3,8,2,0,4,5,31,2,0,1,1,1
14262,1,1965,2,2,5,5,1,4,2,3,4,23,3,1,1,1,1
14262,2,1964,1,1,5,5,1,4,2,3,4,23,3,0,0,1,1
14262,3,1996,2,5,2,8,13,4,2,3,4,23,3,0,0,1,1
14262,4,1998,2,5,2,8,13,4,2,3,4,23,3,0,0,1,1
14264,1,1950,1,1,7,4,3,1,0,1,1,28,1,1,1,0,1
14265,1,1939,2,1,3,3,8,1,0,1,1,28,1,1,1,0,2
14266,1,1972,2,3,7,6,1,5,3,1,1,27,3,0,0,1,1
14266,2,1970,1,1,7,7,1,5,3,1,1,27,3,1,1,1,1
14266,3,2002,2,5,8,8,13,5,3,1,1,27,3,0,0,1,1
14266,4,2004,2,5,8,8,13,5,3,1,1,27,3,0,0,1,1
14266,5,2004,2,5,8,8,13,5,3,1,1,27,3,0,0,1,1
14273,1,1959,2,2,5,5,1,3,1,2,2,27,3,0,0,1,2
14273,2,1954,1,1,3,3,1,3,1,2,2,27,3,1,1,1,2
14273,3,1991,1,5,1,8,6,3,1,2,2,27,3,0,0,1,2
14274,1,1967,1,1,5,5,1,4,2,2,5,30,3,0,1,1,1
14274,2,1968,2,2,5,5,1,4,2,2,5,30,3,1,0,1,1
14274,3,2000,1,5,8,8,13,4,2,2,5,30,3,0,0,1,1
14274,4,2001,2,5,8,8,13,4,2,2,5,30,3,0,0,1,1
14275,1,1953,1,1,6,4,1,3,1,1,1,27,3,1,1,1,2
14275,2,1956,2,2,6,5,1,3,1,1,1,27,3,0,0,1,2
14275,4,1991,1,5,2,2,6,3,1,1,1,27,3,0,0,1,2
14277,2,1928,2,1,3,3,7,1,0,4,2,27,1,1,1,0,2
14282,1,1962,1,1,6,6,1,4,2,2,4,23,3,0,1,1,1
14282,2,1964,2,2,4,4,1,4,2,2,4,23,3,1,0,1,1
14282,3,1993,2,5,3,2,6,4,2,2,4,23,3,0,0,1,1
14282,4,1994,1,5,3,2,6,4,2,2,4,23,3,0,0,1,1
14284,1,1967,1,2,7,4,6,2,0,2,4,23,2,1,0,1,1
14284,2,1971,2,1,5,5,1,2,0,2,4,23,2,0,1,1,1
14285,2,1966,1,1,6,6,1,2,0,2,5,31,2,1,1,1,1
14285,3,1975,2,3,5,5,1,2,0,2,5,31,2,0,0,1,1
14286,1,1948,2,1,3,2,7,1,0,5,2,27,1,1,1,0,2
14287,1,1949,1,1,6,6,1,2,0,2,2,28,2,0,1,1,1
14287,2,1949,2,2,6,6,9,2,0,2,2,28,2,1,0,1,1
14292,1,1942,2,2,3,3,7,2,0,4,5,30,2,1,0,1,2
14292,2,1931,1,1,5,5,8,2,0,4,5,30,2,0,1,1,2
14294,1,1972,1,1,5,5,3,4,2,5,2,29,3,1,1,1,1
14294,2,1971,2,2,5,5,1,4,2,5,2,29,3,0,0,1,1
14294,3,1999,1,5,2,8,6,4,2,5,2,29,3,0,0,1,1
14294,4,2001,1,5,2,8,6,4,2,5,2,29,3,0,0,1,1
14295,1,1940,2,2,6,6,7,2,0,3,2,28,2,0,0,1,1
14295,2,1934,1,1,6,6,8,2,0,3,2,28,2,1,1,1,1
14308,1,1968,1,1,5,5,1,3,1,5,4,23,3,0,1,1,1
14308,2,1973,2,2,5,5,3,3,1,5,4,23,3,1,0,1,1
14308,3,2003,2,5,8,8,13,3,1,5,4,23,3,0,0,1,1
14311,1,1941,1,1,6,6,1,1,0,1,1,27,1,1,1,0,1
14315,1,1923,2,1,4,4,7,2,0,2,2,27,2,0,0,1,1
14315,2,1922,1,2,4,4,9,2,0,2,2,27,2,1,1,1,1
14316,1,1936,1,1,6,6,8,2,0,4,5,30,2,0,1,1,1
14316,2,1933,2,2,5,5,8,2,0,4,5,30,2,1,0,1,1
14331,1,1950,1,1,7,7,4,1,0,3,2,26,1,1,1,0,1
14369,1,1929,1,1,4,4,8,2,0,3,5,30,2,1,1,1,1
14369,2,1926,2,2,3,3,8,2,0,3,5,30,2,0,0,1,1
14370,1,1927,1,1,7,7,8,2,0,3,5,30,2,1,1,1,1
14370,2,1931,2,2,3,3,8,2,0,3,5,30,2,0,0,1,1
14373,1,1963,1,1,6,6,1,6,4,4,5,30,3,1,1,1,1
14373,2,1959,2,2,6,6,1,6,4,4,5,30,3,0,0,1,1
14373,3,1993,1,5,2,2,13,6,4,4,5,30,3,0,0,1,1
14373,4,1994,2,5,2,8,13,6,4,4,5,30,3,0,0,1,1
14373,5,1995,1,5,2,8,13,6,4,4,5,30,3,0,0,1,1
14373,6,2001,2,5,8,8,13,6,4,4,5,30,3,0,0,1,1
14376,1,1956,1,1,6,6,1,2,0,3,5,30,2,0,1,1,1
14376,2,1957,2,2,5,5,1,2,0,3,5,30,2,1,0,1,1
14378,1,1954,1,1,5,5,1,4,2,5,5,30,3,0,1,1,2
14378,2,1963,2,2,5,5,1,4,2,5,5,30,3,1,0,1,2
14378,3,1990,2,5,3,2,6,4,2,5,5,30,3,0,0,1,2
14378,4,1993,2,5,3,2,6,4,2,5,5,30,3,0,0,1,2
14381,1,1977,2,2,7,7,1,2,0,2,4,25,2,1,1,1,1
14381,2,1975,1,1,9,9,1,2,0,2,4,25,2,0,0,1,1
14382,1,1968,2,2,6,6,1,2,0,3,5,30,2,0,0,1,1
14382,2,1962,1,1,5,5,1,2,0,3,5,30,2,1,1,1,1
14385,2,1975,2,1,3,2,7,5,3,2,5,30,3,1,0,1,2
14385,3,1997,2,5,2,8,6,5,3,2,5,30,3,0,0,1,2
14385,4,2000,2,5,2,8,6,5,3,2,5,30,3,0,0,1,2
14385,5,1971,1,3,3,3,1,5,3,2,5,30,3,0,1,1,2
14385,6,2006,2,5,8,8,13,5,3,2,5,30,3,0,0,1,2
14387,1,1980,1,1,7,7,1,2,0,3,5,30,2,1,0,1,1
14387,2,1981,2,3,7,7,1,2,0,3,5,30,2,0,1,1,1
14389,1,1973,1,1,3,3,1,2,0,5,5,30,2,1,1,1,1
14389,2,1979,2,2,3,2,1,2,0,5,5,30,2,0,0,1,1
14392,1,1937,1,1,6,6,8,2,0,5,5,30,2,0,1,1,1
14392,2,1941,2,2,3,3,8,2,0,5,5,30,2,1,0,1,1
14394,1,1955,1,1,6,6,1,2,0,4,5,30,2,1,1,1,1
14394,2,1954,2,2,4,4,1,2,0,4,5,30,2,0,0,1,1
14400,1,1972,1,1,5,5,1,4,2,5,5,30,3,1,1,1,1
14400,2,1972,2,3,3,2,1,4,2,5,5,30,3,0,0,1,1
14400,3,1996,2,5,2,8,13,4,2,5,5,30,3,0,0,1,1
14400,4,2005,1,5,8,8,13,4,2,5,5,30,3,0,0,1,1
14401,1,1975,2,3,7,7,1,2,0,2,1,28,2,0,0,1,1
14401,3,1956,1,1,6,6,1,2,0,2,1,28,2,1,1,1,1
14402,1,1950,1,1,7,7,1,2,0,3,5,30,2,0,1,1,1
14402,2,1952,2,2,7,7,1,2,0,3,5,30,2,1,0,1,1
14564,1,1949,1,1,6,6,1,2,1,2,4,23,4,1,1,0,2
14564,2,1989,1,5,3,3,6,2,1,2,4,23,4,0,0,0,2
14643,1,1949,1,1,7,7,1,6,4,5,4,25,3,1,1,1,1
14643,2,1953,2,2,6,6,7,6,4,5,4,25,3,0,0,1,1
14643,3,1981,2,5,6,6,1,6,4,5,4,25,3,0,0,1,1
14643,4,1983,1,5,5,5,6,6,4,5,4,25,3,0,0,1,1
14643,5,1988,1,5,3,3,6,6,4,5,4,25,3,0,0,1,1
14643,6,1988,1,5,3,3,6,6,4,5,4,25,3,0,0,1,1
14717,1,1938,1,1,9,9,8,2,0,4,2,27,2,1,1,1,1
14717,2,1941,2,2,5,5,7,2,0,4,2,27,2,0,0,1,1
14731,1,1955,1,1,3,3,1,5,3,3,4,25,3,0,1,1,1
14731,2,1960,2,2,4,4,7,5,3,3,4,25,3,1,0,1,1
14731,3,1992,2,5,3,2,6,5,3,3,4,25,3,0,0,1,1
14731,4,1994,2,5,3,2,6,5,3,3,4,25,3,0,0,1,1
14731,5,1996,1,5,2,8,6,5,3,3,4,25,3,0,0,1,1
14758,1,1987,2,1,6,4,6,1,0, , , ,1,1,1,0,2
14853,1,1956,1,1,7,6,1,1,0,1,1,27,1,1,1,0,2
14971,1,1973,1,1,3,3,1,5,3,3,3,21,3,0,1,1,1
14971,2,1975,2,2,4,4,7,5,3,3,3,21,3,1,0,1,1
14971,3,1997,1,5,2,8,13,5,3,3,3,21,3,0,0,1,1
14971,4,2000,1,5,2,8,13,5,3,3,3,21,3,0,0,1,1
14971,5,2006,2,5,8,8,13,5,3,3,3,21,3,0,0,1,1
14981,1,1953,2,1,4,4,3,2,0,5,2,29,2,1,1,1,1
14981,2,1950,1,2,4,4,3,2,0,5,2,29,2,0,0,1,1
15004,1,1977,1,1,6,6,1,2,0,4,4,23,2,0,1,1,1
15004,2,1983,2,3,6,6,1,2,0,4,4,23,2,1,0,1,1
15015,1,1958,1,1,3,2,12,2,0,2,2,28,2,1,1,1,2
15015,2,1959,2,3,4,4,7,2,0,2,2,28,2,0,0,1,2
15049,1,1930,1,1,7,7,8,2,0,5,5,31,2,1,1,1,1
15049,2,1942,2,2,4,4,11,2,0,5,5,31,2,0,0,1,1
15100,1,1973,2,2,3,3,7,4,2,2,2,27,3,1,0,1,1
15100,2,1969,1,1,3,3,1,4,2,2,2,27,3,0,1,1,1
15100,3,2004,2,5,8,8,13,4,2,2,2,27,3,0,0,1,1
15100,4,2005,2,5,8,8,13,4,2,2,2,27,3,0,0,1,1
15172,1,1979,1,3,7,4,6,2,0,2,4,25,2,0,0,1,2
15172,2,1979,2,1,7,7,1,2,0,2,4,25,2,1,1,1,2
15197,1,1931,1,1,7,7,8,2,0,2,4,23,2,0,1,1,1
15197,2,1936,2,2,7,6,8,2,0,2,4,23,2,1,0,1,1
15212,1,1967,1,1,6,6,1,5,3,4,5,31,3,1,1,1,2
15212,2,1972,2,2,5,5,7,5,3,4,5,31,3,0,0,1,2
15212,3,1996,1,5,2,8,13,5,3,4,5,31,3,0,0,1,2
15212,4,1999,1,5,2,8,13,5,3,4,5,31,3,0,0,1,2
15212,5,2006,2,5,8,8,13,5,3,4,5,31,3,0,0,1,2
15217,1,1972,1,1,5,5,1,4,2,2,5,30,3,1,1,1,1
15217,2,1974,2,2,5,5,1,4,2,2,5,30,3,0,0,1,1
15217,3,1999,2,5,2,8,13,4,2,2,5,30,3,0,0,1,1
15217,4,2000,1,5,2,8,13,4,2,2,5,30,3,0,0,1,1
15221,1,1944,2,2,6,6,8,2,0,4,2,28,2,1,0,1,1
15221,2,1943,1,1,6,6,8,2,0,4,2,28,2,0,1,1,1
15329,1,1946,2,2,3,3,7,2,0,5,5,31,2,1,0,1,1
15329,2,1954,1,1,4,4,9,2,0,5,5,31,2,0,1,1,1
15361,1,1937,2,1,6,6,8,2,0,3,5,30,2,1,1,1,1
15361,2,1945,1,3,6,4,4,2,0,3,5,30,2,0,0,1,1
15434,1,1966,2,1,5,5,7,3,1,2,4,25,3,0,0,1,2
15434,2,1970,1,2,6,6,1,3,1,2,4,25,3,1,1,1,2
15434,3,2000,1,5,2,8,6,3,1,2,4,25,3,0,0,1,2
15501,2,1947,2,1,3,3,9,1,0,3,5,30,1,1,1,0,2
15684,1,1975,2,1,6,6,1,2,0,1,1,28,2,1,1,1,1
15684,2,1977,1,3,5,5,1,2,0,1,1,28,2,0,0,1,1
15781,1,1976,1,1,6,6,1,3,1,3,2,28,3,0,1,1,2
15781,2,1977,2,2,5,5,1,3,1,3,2,28,3,1,0,1,2
15781,3,2005,2,5,8,8,13,3,1,3,2,28,3,0,0,1,2
15882,1,1932,1,1,3,3,8,2,0,2,4,25,2,1,1,1,2
15882,2,1934,2,2,3,3,8,2,0,2,4,25,2,0,0,1,2
16100,1,1974,2,1,6,6,1,1,0,1,2,26,1,1,1,0,2
16229,1,1962,2,1,6,6,1,4,2,5,3,21,3,1,1,1,1
16229,2,1958,1,2,3,3,1,4,2,5,3,21,3,0,0,1,1
16229,3,1987,2,5,5,5,6,4,2,5,3,21,3,0,0,1,1
16229,4,1988,1,5,3,3,1,4,2,5,3,21,3,0,0,1,1
16272,1,1978,2,1,6,6,1,1,0,1,1,28,1,1,1,0,2
16275,1,1968,2,1,6,6,1,1,0,3,2,28,1,1,1,0,1
16339,1,1979,2,1,6,6,1,2,0,3,1,27,2,1,1,1,2
16339,2,1974,1,3,6,6,1,2,0,3,1,27,2,0,0,1,2
16425,1,1975,1,1,5,5,1,3,1,4,2,29,3,1,1,1,1
16425,2,1972,2,2,5,5,7,3,1,4,2,29,3,0,0,1,1
16425,3,2001,2,5,8,8,13,3,1,4,2,29,3,0,0,1,1
16538,1,1969,1,1,4,4,1,4,2,5,3,21,3,1,1,1,2
16538,2,1972,2,2,5,5,7,4,2,5,3,21,3,0,0,1,2
16538,3,2003,1,5,8,8,13,4,2,5,3,21,3,0,0,1,2
16538,4,2005,1,5,8,8,13,4,2,5,3,21,3,0,0,1,2
16556,1,1939,1,1,9,9,8,2,0,4,4,23,2,1,1,1,1
16556,2,1942,2,2,3,3,7,2,0,4,4,23,2,0,0,1,1
16673,1,1960,1,1,3,3,1,5,3,2,2,28,3,1,1,1,1
16673,2,1960,2,2,3,3,1,5,3,2,2,28,3,0,0,1,1
16673,3,1985,1,5,7,4,6,5,3,2,2,28,3,0,0,1,1
16673,4,1988,2,5,5,3,6,5,3,2,2,28,3,0,0,1,1
16673,5,1994,1,5,3,2,6,5,3,2,2,28,3,0,0,1,1
16720,1,1978,2,1,7,6,1,1,0,1,1,28,1,1,1,0,2
16725,1,1938,2,2,4,4,8,2,0,1,1,27,2,1,0,1,1
16725,2,1933,1,1,4,4,8,2,0,1,1,27,2,0,1,1,1
16796,1,1953,2,1,6,6,1,3,2,1,1,27,4,1,1,0,2
16796,2,1986,1,5,8,9,1,3,2,1,1,27,4,0,0,0,2
16796,3,1983,2,5,4,4,1,3,2,1,1,27,4,0,0,0,2
16799,1,1975,1,1,5,5,11,1,0,2,1,28,1,1,1,0,2
16908,1,1956,1,1,5,5,1,4,1,3,5,30,5,0,1,1,1
16908,2,1956,2,2,9,9,1,4,1,3,5,30,5,1,0,1,1
16908,3,1982,2,7,5,5,1,4,1,3,5,30,5,0,0,1,1
16908,4,1986,2,5,5,5,1,4,1,3,5,30,5,0,0,1,1
16936,1,1978,2,2,3,3,1,3,1,4,2,26,3,1,0,1,2
16936,2,1971,1,1,3,3,1,3,1,4,2,26,3,0,1,1,2
16936,3,2002,2,5,9,8,13,3,1,4,2,26,3,0,0,1,2
16993,1,1970,2,1,5,5,1,1,0,4,5,30,1,1,1,0,1
17241,1,1947,1,1,5,5,8,3,1,1,2,28,3,0,1,1,2
17241,2,1949,2,2,3,3,7,3,1,1,2,28,3,1,0,1,2
17241,3,1984,2,5,6, ,12,3,1,1,2,28,3,0,0,1,2
17430,1,1976,2,2,7,6,7,4,2,3,2,26,3,0,0,1,1
17430,2,1962,1,1,6,6,1,4,2,3,2,26,3,1,1,1,1
17430,3,2001,2,5,2,8,6,4,2,3,2,26,3,0,0,1,1
17430,4,2003,2,5,8,8,13,4,2,3,2,26,3,0,0,1,1
17612,1,1959,2,1,3,3,1,3,2,2,5,31,4,1,1,0,2
17612,2,1986,2,5,5,3,6,3,2,2,5,31,4,0,0,0,2
17612,3,1988,2,5,5,5,6,3,2,2,5,31,4,0,0,0,2
17658,1,1974,1,1,5,5,1,4,2,5,2,27,3,1,1,1,1
17658,2,1973,2,2,4,4,1,4,2,5,2,27,3,0,0,1,1
17658,3,2002,1,5,8,8,13,4,2,5,2,27,3,0,0,1,1
17658,4,2005,1,5,8,8,13,4,2,5,2,27,3,0,0,1,1
17771,1,1974,1,1,3,3,1,6,4,4,4,24,3,1,1,1,1
17771,2,1975,2,2,3,3,7,6,4,4,4,24,3,0,0,1,1
17771,3,1999,1,5,2,8,6,6,4,4,4,24,3,0,0,1,1
17771,4,2002,1,5,8,8,13,6,4,4,4,24,3,0,0,1,1
17771,5,2006,1,5,8,8,13,6,4,4,4,24,3,0,0,1,1
17771,6,2006,1,5,8,8,13,6,4,4,4,24,3,0,0,1,1
17898,1,1971,2,1,7,7,1,4,2,5,3,20,3,1,1,1,1
17898,2,1968,1,2,5,5,9,4,2,5,3,20,3,0,0,1,1
17898,3,2001,2,5,9,8,6,4,2,5,3,20,3,0,0,1,1
17898,4,2005,2,5,8,8,13,4,2,5,3,20,3,0,0,1,1
17991,1,1929,1,1,3,3,8,2,0,4,4,23,2,0,1,1,1
17991,2,1932,2,2,1,1,7,2,0,4,4,23,2,1,0,1,1
18062,1,1976,1,1,6,6,1,2,0,5,3,21,2,1,1,1,1
18062,2,1978,2,2,6,5,1,2,0,5,3,21,2,0,0,1,1
18394,1,1945,1,1,6,6,8,2,0,4,2,28,2,1,1,1,1
18394,2,1946,2,2,3,3,7,2,0,4,2,28,2,0,0,1,1
18465,1,1974,2,2,5,5,7,5,3,2,1,28,3,1,0,1,1
18465,2,1973,1,1,6,6,1,5,3,2,1,28,3,0,1,1,1
18465,3,1997,2,5,2,8,13,5,3,2,1,28,3,0,0,1,1
18465,4,2000,2,5,2,8,13,5,3,2,1,28,3,0,0,1,1
18465,5,2003,1,5,8,8,13,5,3,2,1,28,3,0,0,1,1
18577,1,1947,1,1,4,4,4,2,0,4,5,31,2,1,1,1,1
18577,2,1951,2,2,2,2,7,2,0,4,5,31,2,0,0,1,1
18613,1,1968,1,2,5,2,9,2,0,1,3,20,2,0,0,1,2
18613,2,1976,2,1,5,5,1,2,0,1,3,20,2,1,1,1,2
18628,1,1975,2,1,6,6,1,1,0,3,1,28,1,1,1,0,2
18730,1,1978,2,3,5,5,1,2,0,2,2,27,2,0,0,1,1
18730,2,1976,1,1,5,5,1,2,0,2,2,27,2,1,1,1,1
18770,1,1979,2,1,6,6,1,1,0,2,2,27,1,1,1,0,1
18801,1,1969,2,3,4,4,1,4,2,2,1,27,3,1,0,1,1
18801,2,1965,1,1,6,6,1,4,2,2,1,27,3,0,1,1,1
18801,3,1990,1,5,3,3,6,4,2,2,1,27,3,0,0,1,1
18801,4,1991,1,5,2,2,6,4,2,2,1,27,3,0,0,1,1
18938,1,1962,1,1,3,3,1,4,2,4,5,31,3,1,1,1,1
18938,2,1965,2,2,3,3,7,4,2,4,5,31,3,0,0,1,1
18938,3,1995,2,5,2,8,13,4,2,4,5,31,3,0,0,1,1
18938,4,1996,2,5,2,8,13,4,2,4,5,31,3,0,0,1,1
19009,1,1966,2,1,4,4,1,3,2,3,2,27,4,1,1,0,1
19009,2,1990,2,5,3,1,6,3,2,3,2,27,4,0,0,0,1
19009,3,1992,2,5,3,1,6,3,2,3,2,27,4,0,0,0,1
19027,1,1947,1,1,6,6,1,2,0,5,3,22,2,1,0,1,1
19027,2,1952,2,2,6,6,1,2,0,5,3,22,2,0,1,1,1
19036,1,1956,1,1,6,5,1,4,2,3,5,31,3,1,1,1,1
19036,2,1964,2,2,5,5,1,4,2,3,5,31,3,0,0,1,1
19036,3,1995,2,5,2,8,13,4,2,3,5,31,3,0,0,1,1
19036,4,1998,1,5,2,8,13,4,2,3,5,31,3,0,0,1,1
19220,1,1978,2,1,7,6,1,1,0,1,3,20,1,1,1,0,2
19300,1,1971,1,1,5,5,1,3,1,3,4,25,3,0,1,1,2
19300,2,1981,2,2,6,5,1,3,1,3,4,25,3,1,0,1,2
19300,3,2004,2,5,8,8,13,3,1,3,4,25,3,0,0,1,2
19312,1,1968,1,1,3,3,9,1,0,4,5,31,1,1,1,0,1
19397,1,1978,2,2,6,6,7,3,1,3,3,20,3,0,0,1,2
19397,2,1973,1,1,3,3,1,3,1,3,3,20,3,1,1,1,2
19397,3,2005,2,5,8,8,13,3,1,3,3,20,3,0,0,1,2
19441,1,1973,1,1,7,5,1,2,0,2,2,28,2,1,1,1,1
19441,2,1974,2,2,6,6,1,2,0,2,2,28,2,0,0,1,1
19562,1,1972,1,1,6,6,1,3,1,4,5,30,3,1,1,1,1
19562,2,1972,2,2,6,5,7,3,1,4,5,30,3,0,0,1,1
19562,3,2000,1,5,2,8,6,3,1,4,5,30,3,0,0,1,1
19588,1,1946,1,1,6,6,1,3,1,3,5,30,3,1,1,1,1
19588,2,1950,2,2,3,3,1,3,1,3,5,30,3,0,0,1,1
19588,3,1981,2,5,6,6,6,3,1,3,5,30,3,0,0,1,1
19605,1,1953,1,1,4,4,1,1,0,1,1,28,1,1,1,0,1
19680,1,1972,1,1,3,3,1,5,3,1,3,20,3,0,1,1,2
19680,2,1976,2,2,4,4,7,5,3,1,3,20,3,1,0,1,2
19680,3,1998,2,5,2,8,6,5,3,1,3,20,3,0,0,1,2
19680,4,2000,1,5,2,8,6,5,3,1,3,20,3,0,0,1,2
19680,5,2001,2,5,2,8,6,5,3,1,3,20,3,0,0,1,2
19700,1,1970,2,1,6,4,1,1,0,3,2,27,1,1,1,0,2
19885,2,1972,1,1,5,5,1,3,2,5,2,29,4,1,1,0,2
19885,3,1999,2,5,2,8,6,3,2,5,2,29,4,0,0,0,2
19885,4,2004,2,5,8,8,13,3,2,5,2,29,4,0,0,0,2
19962,1,1970,1,1,5,5,1,4,2,4,4,23,3,1,1,1,2
19962,2,2004,1,5,8,8,13,4,2,4,4,23,3,0,0,1,2
19962,3,1977,2,2,6,6,1,4,2,4,4,23,3,0,0,1,2
19962,4,2006,1,5,8,8,13,4,2,4,4,23,3,0,0,1,2
19966,1,1977,1,3,5,5,1,2,0,4,4,25,2,1,0,1,1
19966,2,1978,2,1,6,6,1,2,0,4,4,25,2,0,1,1,1
20022,1,1959,1,1,5,5,1,4,2,1,1,28,3,1,1,1,1
20022,2,1959,2,2,3,3,7,4,2,1,1,28,3,0,0,1,1
20022,3,1986,1,5,6,4,6,4,2,1,1,28,3,0,0,1,1
20022,4,1988,1,5,3,3,6,4,2,1,1,28,3,0,0,1,1
20139,2,1954,2,1,4,4,1,1,0,2,4,25,1,1,1,0,2
20225,1,1946,2,3,2,2,1,2,0,5,3,22,2,1,1,1,1
20225,2,1946,1,1,2,2,1,2,0,5,3,22,2,0,0,1,1
20251,1,1958,1,1,3,3,1,5,3,5,2,29,3,0,1,1,1
20251,2,1958,2,2,4,4,7,5,3,5,2,29,3,1,0,1,1
20251,3,1987,2,5,4,4,6,5,3,5,2,29,3,0,0,1,1
20251,4,1988,1,5,4,2,6,5,3,5,2,29,3,0,0,1,1
