nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
12855,1,1964,1,1,5,5,1,1,0,5,3,20,1,1,1,0,1
12856,1,1953,1,1,3,3,1,2,0,5,2,29,2,1,1,1,1
12856,2,1955,2,2,3,3,1,2,0,5,2,29,2,0,0,1,1
12857,1,1958,1,1,6,6,1,4,2,5,3,20,3,1,1,1,1
12857,2,1965,2,2,6,6,1,4,2,5,3,20,3,0,0,1,1
12857,3,1999,1,5,2,8,13,4,2,5,3,20,3,0,0,1,1
12857,4,2000,1,5,9,8,13,4,2,5,3,20,3,0,0,1,1
12862,1,1954,1,1,5,5,9,3,1,3,5,30,3,1,1,1,1
12862,2,1960,2,2,4,4,1,3,1,3,5,30,3,0,0,1,1
12862,4,1987,1,5,6,4,6,3,1,3,5,30,3,0,0,1,1
12868,1,1952,1,1,7,7,1,3,1,2,2,27,3,1,1,1,1
12868,2,1952,2,2,6,6,7,3,1,2,2,27,3,0,0,1,1
12868,3,1982,2,5,6,6,1,3,1,2,2,27,3,0,0,1,1
12872,1,1972,1,1,6,6,1,5,3,3,2,27,3,1,1,1,1
12872,2,1971,2,2,6,5,1,5,3,3,2,27,3,0,0,1,1
12872,3,1998,1,5,2,8,6,5,3,3,2,27,3,0,0,1,1
12872,4,2000,2,5,2,8,6,5,3,3,2,27,3,0,0,1,1
12872,5,2002,1,5,2,8,6,5,3,3,2,27,3,0,0,1,1
12874,1,1968,1,1,4,4,1,4,2,3,3,21,3,1,1,1,1
12874,2,1970,2,2,5,5,1,4,2,3,3,21,3,0,0,1,1
12874,3,1994,2,5,4,2,6,4,2,3,3,21,3,0,0,1,1
12874,4,1995,1,5,4,2,6,4,2,3,3,21,3,0,0,1,1
12875,1,1958,2,1,5,3,12,1,0,4,2,28,1,1,1,0,2
12876,1,1950,1,1,5,5,10,3,1,2,4,23,3,0,1,1,1
12876,2,1953,2,2,5,5,7,3,1,2,4,23,3,1,0,1,1
12876,3,1977,1,5,6,4,1,3,1,2,4,23,3,0,0,1,1
12882,1,1970,1,1,5,3,1,4,2,2,4,25,3,1,1,1,1
12882,2,1973,2,2,5,5,1,4,2,2,4,25,3,0,0,1,1
12882,3,1999,1,5,2,8,13,4,2,2,4,25,3,0,0,1,1
12882,4,2001,2,5,2,8,13,4,2,2,4,25,3,0,0,1,1
12883,1,1955,1,1,3,3,1,5,3,4,4,23,3,1,1,1,1
12883,2,1958,2,2,3,3,7,5,3,4,4,23,3,0,0,1,1
12883,3,1989,1,5,3,3,6,5,3,4,4,23,3,0,0,1,1
12883,4,1991,1,5,1,8,6,5,3,4,4,23,3,0,0,1,1
12883,5,1994,1,5,1,8,6,5,3,4,4,23,3,0,0,1,1
12885,1,1980,2,3,7,7,1,4,2,2,2,26,3,1,0,1,1
12885,3,1964,1,1,7,7,1,4,2,2,2,26,3,0,1,1,1
12885,4,2009,1,5,8,8,13,4,2,2,2,26,3,0,0,1,1
12885,5,2007,1,5,8,8,13,4,2,2,2,26,3,0,0,1,1
12887,1,1972,2,1,6,6,1,1,0,2,5,30,1,1,1,0,1
12889,1,1932,1,1,4,4,8,2,0,3,2,27,2,1,1,1,1
12889,2,1931,2,2,3,3,8,2,0,3,2,27,2,0,0,1,1
12891,1,1957,1,1,6,6,1,4,2,3,4,25,3,1,1,1,1
12891,2,1957,2,2,6,6,1,4,2,3,4,25,3,0,0,1,1
12891,3,1989,1,5,3,3,1,4,2,3,4,25,3,0,0,1,1
12891,4,1991,2,5,3,3,6,4,2,3,4,25,3,0,0,1,1
12892,1,1972,1,1,7,3,1,2,0,2,5,30,2,1,1,1,1
12892,2,1978,2,3,6,6,1,2,0,2,5,30,2,0,0,1,1
12898,1,1969,1,1,7,7,1,4,2,3,4,25,3,1,1,1,1
12898,2,1969,2,2,7,7,1,4,2,3,4,25,3,0,0,1,1
12898,3,2002,2,5,2,8,6,4,2,3,4,25,3,0,0,1,1
12898,4,2005,1,5,2,8,6,4,2,3,4,25,3,0,0,1,1
12902,1,1973,1,1,7,4,1,4,2,3,4,25,3,0,1,1,1
12902,2,1973,2,2,7,4,1,4,2,3,4,25,3,1,0,1,1
12902,3,1997,1,5,2,8,6,4,2,3,4,25,3,0,0,1,1
12902,4,1999,2,5,2,8,6,4,2,3,4,25,3,0,0,1,1
12907,1,1940,1,1,6,6,8,2,0,4,2,28,2,1,1,1,1
12907,2,1941,2,2,2,2,8,2,0,4,2,28,2,0,0,1,1
12912,1,1962,1,1,6,5,1,4,2,5,5,30,3,1,1,1,1
12912,2,1964,2,2,5,5,3,4,2,5,5,30,3,0,0,1,1
12912,3,1991,2,5,5,3,6,4,2,5,5,30,3,0,0,1,1
12912,4,1996,1,5,3,2,6,4,2,5,5,30,3,0,0,1,1
12913,1,1930,1,1,6,6,8,2,0,3,2,27,2,0,1,1,1
12913,2,1931,2,2,6,6,8,2,0,3,2,27,2,1,0,1,1
12917,1,1963,2,2,7,6,7,2,0,4,4,24,2,1,0,1,1
12917,2,1963,1,1,7,6,1,2,0,4,4,24,2,0,1,1,1
12923,1,1958,1,1,3,3,1,2,0,3,5,30,2,1,1,1,1
12923,2,1963,2,2,4,4,1,2,0,3,5,30,2,0,0,1,1
12925,1,1962,1,1,5,5,1,4,3,5,4,25,4,1,1,0,2
12925,3,1994,1,5,3,2,13,4,3,5,4,25,4,0,0,0,2
12925,4,1997,1,5,2,8,13,4,3,5,4,25,4,0,0,0,2
12925,5,1999,2,5,2,8,13,4,3,5,4,25,4,0,0,0,2
12926,1,1951,1,1,5,5,9,3,1,4,2,28,3,1,0,1,2
12926,2,1953,2,2,3,3,9,3,1,4,2,28,3,0,1,1,2
12926,4,1992,1,5,3,3,6,3,1,4,2,28,3,0,0,1,2
12935,1,1934,1,1,7,7,8,2,0,3,2,28,2,1,1,1,1
12935,2,1940,2,2,4,4,8,2,0,3,2,28,2,0,0,1,1
12937,1,1959,1,2,3,3,1,6,4,3,4,24,3,0,0,1,1
12937,2,1960,2,1,6,6,1,6,4,3,4,24,3,1,1,1,1
12937,3,1986,2,5,5,4,1,6,4,3,4,24,3,0,0,1,1
12937,4,1988,2,5,6,5,6,6,4,3,4,24,3,0,0,1,1
12937,5,1993,2,5,4,3,6,6,4,3,4,24,3,0,0,1,1
12937,6,1995,2,5,4,2,6,6,4,3,4,24,3,0,0,1,1
12940,1,1963,1,1,6,6,1,4,2,2,5,30,3,1,1,1,1
12940,2,1964,2,2,6,6,1,4,2,2,5,30,3,0,0,1,1
12940,3,1994,1,5,4,2,6,4,2,2,5,30,3,0,0,1,1
12940,4,1997,1,5,2,8,6,4,2,2,5,30,3,0,0,1,1
12949,1,1955,1,1,7,7,1,4,2,4,2,27,3,1,1,1,1
12949,2,1958,2,2,7,7,3,4,2,4,2,27,3,0,0,1,1
12949,3,1990,1,5,4,4,6,4,2,4,2,27,3,0,0,1,1
12949,4,1993,1,5,3,2,6,4,2,4,2,27,3,0,0,1,1
12958,1,1978,2,1,6,6,1,1,0,1,1,28,1,1,1,0,1
12964,1,1954,1,1,3,3,1,4,2,2,5,30,3,1,1,1,1
12964,2,1962,2,2,3,3,1,4,2,2,5,30,3,0,0,1,1
12964,3,1993,2,5,3,2,12,4,2,2,5,30,3,0,0,1,1
12964,4,1996,1,5,3,2,13,4,2,2,5,30,3,0,0,1,1
12966,1,1964,1,1,5,5,1,4,2,2,2,27,3,0,1,1,1
12966,2,1964,2,2,6,5,7,4,2,2,2,27,3,1,0,1,1
12966,3,1994,1,5,4,2,6,4,2,2,2,27,3,0,0,1,1
12966,4,2000,1,5,8,8,6,4,2,2,2,27,3,0,0,1,1
12968,1,1963,1,1,3,3,1,5,3,2,5,31,3,0,1,1,1
12968,2,1968,2,2,4,4,1,5,3,2,5,31,3,1,0,1,1
12968,3,1995,1,5,4,2,6,5,3,2,5,31,3,0,0,1,1
12968,4,1997,2,5,4,2,6,5,3,2,5,31,3,0,0,1,1
12968,5,2003,2,5,2,8,6,5,3,2,5,31,3,0,0,1,1
12969,1,1940,1,1,5,5,8,1,0,4,2,27,1,1,1,0,1
12979,1,1965,1,1,4,4,1,5,3,2,5,31,3,1,1,1,2
12979,2,1963,2,2,5,5,7,5,3,2,5,31,3,0,0,1,2
12979,3,1991,2,5,5,3,6,5,3,2,5,31,3,0,0,1,2
12979,4,1994,2,5,4,2,6,5,3,2,5,31,3,0,0,1,2
12979,5,1995,2,5,4,2,6,5,3,2,5,31,3,0,0,1,2
12983,1,1962,1,1,4,3,1,4,2,5,5,30,3,0,1,1,1
12983,2,1963,2,2,3,3,1,4,2,5,5,30,3,1,0,1,1
12983,3,1989,1,5,4,4,1,4,2,5,5,30,3,0,0,1,1
12983,4,1991,1,5,6,4,6,4,2,5,5,30,3,0,0,1,1
12984,1,1976,2,3,5,5,3,3,1,3,4,24,3,1,0,1,1
12984,2,1976,1,1,6,6,1,3,1,3,4,24,3,0,1,1,1
12984,3,2005,1,5,2,8,13,3,1,3,4,24,3,0,0,1,1
12991,1,1960,1,1,6,3,1,4,2,2,2,27,3,0,1,1,1
12991,2,1961,2,2,4,3,3,4,2,2,2,27,3,1,0,1,1
12991,3,1989,2,5,6,4,6,4,2,2,2,27,3,0,0,1,1
12991,4,1994,1,5,4,2,6,4,2,2,2,27,3,0,0,1,1
12992,1,1953,1,1,7,7,1,1,0,1,1,27,1,1,1,0,2
12997,2,1932,2,1,3,3,8,1,0,5,5,31,1,1,1,0,1
13002,1,1971,2,1,6,5,1,1,0,2,3,21,1,1,1,0,1
13010,1,1940,1,1,6,4,8,3,1,2,2,27,3,1,1,1,1
13010,2,1953,2,2,3,3,9,3,1,2,2,27,3,0,0,1,1
13010,3,1991,2,5,3,3,6,3,1,2,2,27,3,0,0,1,1
13013,1,1966,1,1,7,7,1,2,0,2,2,26,2,1,1,1,1
13013,2,1982,2,2,6,6,7,2,0,2,2,26,2,0,0,1,1
13016,1,1940,2,1,4,4,11,1,0,3,3,21,1,1,1,0,2
13024,1,1932,1,2,6,6,8,2,0,2,5,30,2,1,0,1,1
13024,2,1947,2,1,6,6,8,2,0,2,5,30,2,0,1,1,1
13026,1,1955,1,1,4,4,11,1,0,2,2,29,1,1,1,0,2
13027,1,1955,1,2,7,6,1,4,2,2,3,21,3,1,0,1,1
13027,2,1959,2,1,6,6,1,4,2,2,3,21,3,0,1,1,1
13027,3,1990,2,5,5,3,6,4,2,2,3,21,3,0,0,1,1
13027,4,1992,1,5,4,2,6,4,2,2,3,21,3,0,0,1,1
13034,1,1962,1,1,3,3,1,1,0,3,3,21,1,1,1,0,1
13037,1,1947,1,1,3,3,8,2,0,4,2,29,2,0,1,1,1
13037,2,1947,2,2,3,3,8,2,0,4,2,29,2,1,0,1,1
13048,1,1948,1,1,6,6,1,2,0,5,3,20,2,0,1,1,1
13048,2,1952,2,2,5,5,1,2,0,5,3,20,2,1,0,1,1
13054,1,1969,1,1,3,3,1,3,1,2,2,27,3,0,1,1,1
13054,2,1971,2,2,3,3,1,3,1,2,2,27,3,1,0,1,1
13054,3,1999,1,5,2,8,6,3,1,2,2,27,3,0,0,1,1
13057,1,1942,1,1,7,7,8,2,0,2,5,30,2,0,1,1,1
13057,2,1945,2,2,6,6,4,2,0,2,5,30,2,1,0,1,1
13058,1,1967,1,2,7,7,1,5,3,1,1,28,3,1,0,1,1
13058,2,1971,2,1,7,7,1,5,3,1,1,28,3,0,1,1,1
13058,3,2002,2,5,2,8,13,5,3,1,1,28,3,0,0,1,1
13058,4,2004,1,5,2,8,13,5,3,1,1,28,3,0,0,1,1
13058,5,2007,2,5,8,8,13,5,3,1,1,28,3,0,0,1,1
13059,1,1957,2,3,7,7,1,2,0,3,4,25,2,1,1,1,1
13059,2,1948,2,1,6,6,8,2,0,3,4,25,2,0,0,1,1
13061,1,1970,1,1,3,3,2,5,3,4,4,23,3,0,1,1,1
13061,2,1970,2,2,3,3,1,5,3,4,4,23,3,1,0,1,1
13061,3,1999,1,5,2,8,6,5,3,4,4,23,3,0,0,1,1
13061,4,2003,1,5,2,8,6,5,3,4,4,23,3,0,0,1,1
13061,5,2007,2,5,8,8,13,5,3,4,4,23,3,0,0,1,1
13063,1,1950,2,3,6,6,1,2,0,5,3,20,2,1,0,1,1
13063,2,1936,1,1,6,6,8,2,0,5,3,20,2,0,1,1,1
13068,1,1942,1,1,3,3,8,1,0,3,4,24,1,1,1,0,2
13072,1,1952,2,1,5,5,9,3,1,3,3,21,3,1,1,1,2
13072,2,1948,1,2,2,2,9,3,1,3,3,21,3,0,0,1,2
13072,3,1987,2,5,5,3,1,3,1,3,3,21,3,0,0,1,2
13075,1,1946,1,1,3,2,8,2,0,5,3,22,2,1,1,1,1
13075,2,1944,2,2,3,3,7,2,0,5,3,22,2,0,0,1,1
13076,1,1951,1,1,7,7,1,3,1,3,5,30,3,1,1,1,1
13076,2,1952,2,2,6,6,1,3,1,3,5,30,3,0,0,1,1
13076,4,1979,1,5,7,7,1,3,1,3,5,30,3,0,0,1,1
13081,1,1973,1,1,6,6,1,1,0,3,3,21,1,1,1,0,1
13086,1,1963,1,1,6,6,1,2,1,5,5,31,4,1,1,0,1
13086,3,1997,2,5,3,2,6,2,1,5,5,31,4,0,0,0,1
13092,1,1947,1,2,5,5,8,2,0,2,5,30,2,0,0,1,1
13092,2,1949,2,1,3,3,8,2,0,2,5,30,2,1,1,1,1
13095,1,1959,2,2,4,4,1,3,1,3,2,26,3,1,0,1,1
13095,2,1956,1,1,9,9,1,3,1,3,2,26,3,0,1,1,1
13095,3,1992,2,5,4,2,6,3,1,3,2,26,3,0,0,1,1
13107,1,1946,1,1,6,6,8,2,0,3,5,30,2,1,1,1,2
13107,2,1951,2,2,3,3,1,2,0,3,5,30,2,0,0,1,2
13108,1,1944,1,2,6,6,8,2,0,3,4,25,2,0,0,1,1
13108,2,1945,2,1,7,7,8,2,0,3,4,25,2,1,1,1,1
13109,1,1934,1,1,6,6,8,2,0,3,4,24,2,1,1,1,1
13109,2,1936,2,2,3,3,8,2,0,3,4,24,2,0,0,1,1
13114,1,1971,1,2,6,6,1,4,2,2,2,26,3,1,0,1,1
13114,2,1973,2,1,7,7,1,4,2,2,2,26,3,0,1,1,1
13114,4,2005,1,5,2,8,13,4,2,2,2,26,3,0,0,1,1
13114,5,2009,1,5,8,8,13,4,2,2,2,26,3,0,0,1,1
13117,1,1954,1,2,4,3,9,2,0,1,1,27,2,0,1,1,2
13117,2,1961,2,1,7,6,3,2,0,1,1,27,2,1,0,1,2
13120,1,1971,1,1,6,6,1,2,0,1,1,27,2,1,1,1,1
13120,2,1978,2,3,6,6,1,2,0,1,1,27,2,0,0,1,1
13126,1,1962,1,2,3,3,9,4,2,5,4,25,3,0,0,1,1
13126,2,1961,2,1,5,5,1,4,2,5,4,25,3,1,1,1,1
13126,3,1987,2,5,3,3,1,4,2,5,4,25,3,0,0,1,1
13126,4,1990,2,5,9,3,1,4,2,5,4,25,3,0,0,1,1
13135,1,1962,1,1,3,3,1,5,3,4,5,30,3,0,1,1,1
13135,2,1966,2,2,5,5,1,5,3,4,5,30,3,1,0,1,1
13135,3,1993,1,5,4,2,6,5,3,4,5,30,3,0,0,1,1
13135,4,1995,1,5,3,2,6,5,3,4,5,30,3,0,0,1,1
13135,5,1997,1,5,2,8,6,5,3,4,5,30,3,0,0,1,1
13137,1,1972,2,2,7,7,1,5,3,5,5,30,3,1,0,1,1
13137,2,1968,1,1,7,7,1,5,3,5,5,30,3,0,1,1,1
13137,3,2002,1,5,2,8,13,5,3,5,5,30,3,0,0,1,1
13137,4,2005,2,5,2,8,13,5,3,5,5,30,3,0,0,1,1
13137,5,2009,2,5,8,8,13,5,3,5,5,30,3,0,0,1,1
13138,1,1964,1,1,3,3,1,4,2,5,2,27,3,0,1,1,2
13138,2,1968,2,2,5,5,1,4,2,5,2,27,3,1,0,1,2
13138,3,2004,2,5,2,8,13,4,2,5,2,27,3,0,0,1,2
13138,4,2006,1,5,8,8,13,4,2,5,2,27,3,0,0,1,2
13140,1,1952,2,2,5,5,1,2,0,3,2,28,2,0,0,1,1
13140,2,1950,1,1,3,3,9,2,0,3,2,28,2,1,1,1,1
13152,1,1965,2,1,3,3,1,1,0,1,3,20,1,1,1,0,1
13154,1,1978,1,1,7,7,1,2,0,1,1,28,2,1,0,1,1
13154,2,1980,2,3,7,6,1,2,0,1,1,28,2,0,1,1,1
13155,1,1943,2,1,7,4,8,1,0,1,1,27,1,1,1,0,2
13157,1,1956,1,1,5,5,1,2,0,4,5,30,2,0,1,1,1
13157,2,1958,2,2,5,5,1,2,0,4,5,30,2,1,0,1,1
13158,1,1940,1,1,6,6,8,2,0,4,5,30,2,0,1,1,1
13158,2,1941,2,2,5,5,8,2,0,4,5,30,2,1,0,1,1
13159,1,1946,1,2,7,7,3,2,0,2,5,30,2,1,0,1,1
13159,2,1949,2,1,6,6,1,2,0,2,5,30,2,0,1,1,1
13161,1,1951,1,1,3,3,1,3,1,3,3,21,3,0,1,1,1
13161,2,1954,2,2,3,3,9,3,1,3,3,21,3,1,0,1,1
13161,3,1986,2,5,4,4,6,3,1,3,3,21,3,0,0,1,1
13170,1,1955,1,1,3,3,1,3,1,4,5,31,3,1,1,1,1
13170,2,1960,2,2,3,3,1,3,1,4,5,31,3,0,0,1,1
13170,4,1989,1,5,5,5,1,3,1,4,5,31,3,0,0,1,1
13172,1,1975,1,1,7,6,1,3,1,3,5,31,3,0,1,1,1
13172,2,1977,2,2,7,7,1,3,1,3,5,31,3,1,0,1,1
13172,3,2007,1,5,8,8,13,3,1,3,5,31,3,0,0,1,1
13174,1,1962,1,1,6,6,1,2,0,4,4,25,2,0,1,1,1
13174,2,1958,2,2,3,3,1,2,0,4,4,25,2,1,0,1,1
13176,1,1951,1,1,6,6,1,4,2,4,5,31,3,1,1,1,1
13176,2,1955,2,2,6,6,1,4,2,4,5,31,3,0,0,1,1
13176,4,1990,1,5,4,4,4,4,2,4,5,31,3,0,0,1,1
13176,5,1992,1,5,4,3,6,4,2,4,5,31,3,0,0,1,1
13179,1,1958,1,1,5,5,11,1,0,1,1,28,1,1,1,0,2
13181,1,1934,1,1,6,4,8,2,0,5,4,25,2,1,1,1,1
13181,2,1937,2,2,3,3,8,2,0,5,4,25,2,0,0,1,1
13182,1,1950,2,2,6,6,8,2,0,2,4,25,2,0,0,1,1
13182,2,1945,1,1,6,6,8,2,0,2,4,25,2,1,1,1,1
13186,1,1965,2,1,7,6,1,3,1,3,4,24,3,0,1,1,1
13186,2,1969,1,3,5,5,1,3,1,3,4,24,3,1,0,1,1
13186,3,2006,2,5,8,8,13,3,1,3,4,24,3,0,0,1,1
13187,1,1964,1,1,4,4,1,4,2,4,5,30,3,1,1,1,1
13187,2,1965,2,2,6,6,1,4,2,4,5,30,3,0,0,1,1
13187,3,1992,1,5,4,2,6,4,2,4,5,30,3,0,0,1,1
13187,4,1996,2,5,2,2,6,4,2,4,5,30,3,0,0,1,1
13194,1,1953,1,1,7,7,1,5,3,2,2,27,3,1,1,1,1
13194,2,1968,2,2,7,7,1,5,3,2,2,27,3,0,0,1,1
13194,3,1992,1,5,4,2,6,5,3,2,2,27,3,0,0,1,1
13194,4,1995,1,5,4,2,6,5,3,2,2,27,3,0,0,1,1
13194,5,2005,2,5,8,8,13,5,3,2,2,27,3,0,0,1,1
13196,1,1962,1,1,6,6,1,6,4,5,2,29,3,0,1,1,1
13196,2,1963,2,2,5,5,1,6,4,5,2,29,3,1,0,1,1
13196,3,1992,1,5,5,3,6,6,4,5,2,29,3,0,0,1,1
13196,4,1993,1,5,4,2,6,6,4,5,2,29,3,0,0,1,1
13196,5,1994,1,5,3,2,6,6,4,5,2,29,3,0,0,1,1
13196,6,1996,2,5,3,2,6,6,4,5,2,29,3,0,0,1,1
13199,1,1970,1,1,5,5,1,2,0,4,3,22,2,1,1,1,1
13199,2,1973,2,3,6,5,1,2,0,4,3,22,2,0,0,1,1
13202,1,1945,1,1,6,6,8,3,1,3,2,26,3,1,1,1,1
13202,2,1950,2,2,6,6,7,3,1,3,2,26,3,0,0,1,1
13202,4,1982,2,5,7,7,1,3,1,3,2,26,3,0,0,1,1
13206,1,1964,1,1,6,6,1,4,2,5,5,31,3,1,1,1,1
13206,2,1970,2,2,5,5,1,4,2,5,5,31,3,0,0,1,1
13206,3,1998,2,5,8,8,13,4,2,5,5,31,3,0,0,1,1
13206,4,1999,2,5,8,8,13,4,2,5,5,31,3,0,0,1,1
13207,1,1970,2,2,5,5,1,5,3,4,5,30,3,1,0,1,1
13207,2,1967,1,1,5,5,1,5,3,4,5,30,3,0,1,1,1
13207,3,1997,1,5,3,2,13,5,3,4,5,30,3,0,0,1,1
13207,4,1999,1,5,2,8,13,5,3,4,5,30,3,0,0,1,1
13207,5,2001,2,5,2,8,13,5,3,4,5,30,3,0,0,1,1
13208,1,1971,2,2,6,6,1,4,2,2,2,27,3,1,0,1,1
13208,2,1967,1,1,5,5,1,4,2,2,2,27,3,0,1,1,1
13208,3,2004,1,5,2,8,6,4,2,2,2,27,3,0,0,1,1
13208,4,2005,2,5,2,8,6,4,2,2,2,27,3,0,0,1,1
13212,1,1979,1,1,7,7,1,2,0,1,2,28,2,1,1,1,2
13212,2,1980,2,3,7,7,6,2,0,1,2,28,2,0,0,1,2
13214,1,1929,1,1,7,7,8,2,0,2,2,26,2,1,1,1,2
13214,2,1934,2,2,5,5,8,2,0,2,2,26,2,0,0,1,2
13216,2,1968,1,1,6,6,1,1,0,4,5,30,1,1,1,0,2
13217,1,1935,2,1,6,6,8,1,0,3,2,26,1,1,1,0,1
13218,1,1963,1,1,6,6,1,1,0,3,3,21,1,1,1,0,2
13222,1,1942,2,1,7,6,8,1,0,1,1,27,1,1,1,0,2
13223,1,1946,1,1,6,6,8,2,0,1,2,28,2,1,1,1,2
13223,2,1949,2,2,5,5,7,2,0,1,2,28,2,0,0,1,2
13224,1,1967,1,1,6,4,4,1,0,3,2,28,1,1,1,0,2
13225,1,1953,2,1,6,6,9,2,0,3,2,26,5,1,1,0,1
13225,3,1987,2,7,6,4,6,2,0,3,2,26,5,0,0,0,1
13226,1,1960,1,1,5,5,1,4,2,3,5,30,3,1,1,1,1
13226,2,1963,2,2,3,2,7,4,2,3,5,30,3,0,0,1,1
13226,3,1989,2,5,4,4,6,4,2,3,5,30,3,0,0,1,1
13226,4,1991,1,5,3,3,6,4,2,3,5,30,3,0,0,1,1
13227,1,1949,1,1,3,3,1,3,1,3,5,30,3,1,1,1,1
13227,2,1949,2,2,2,2,9,3,1,3,5,30,3,0,0,1,1
13227,3,1989,1,5,3,3,1,3,1,3,5,30,3,0,0,1,1
13228,2,1969,2,2,5,3,1,4,2,2,2,28,3,1,0,1,1
13228,4,1996,2,5,2,2,6,4,2,2,2,28,3,0,0,1,1
13228,5,1966,1,1,5,5,1,4,2,2,2,28,3,0,1,1,1
13228,6,2008,2,5,8,8,13,4,2,2,2,28,3,0,0,1,1
13235,1,1973,1,1,5,5,1,3,1,2,4,25,3,0,1,1,1
13235,2,1973,2,3,7,7,1,3,1,2,4,25,3,1,0,1,1
13235,3,2008,2,5,8,8,13,3,1,2,4,25,3,0,0,1,1
13238,1,1939,1,2,6,6,8,2,0,3,3,21,2,0,0,1,1
13238,2,1948,2,1,3,3,8,2,0,3,3,21,2,1,1,1,1
13241,1,1970,2,2,5,5,1,3,1,4,2,28,3,1,0,1,1
13241,2,1964,1,1,3,3,1,3,1,4,2,28,3,0,1,1,1
13241,3,1997,2,5,2,8,6,3,1,4,2,28,3,0,0,1,1
13247,1,1946,2,1,3,3,8,1,0,1,2,28,1,1,1,0,1
13250,1,1953,1,1,5,5,1,4,2,3,5,30,3,0,1,1,1
13250,2,1960,2,2,4,4,7,4,2,3,5,30,3,1,0,1,1
13250,3,1991,1,5,4,2,6,4,2,3,5,30,3,0,0,1,1
13250,4,1995,2,5,4,2,6,4,2,3,5,30,3,0,0,1,1
13251,1,1970,1,1,6,5,1,1,0,1,1,27,1,1,1,0,1
13254,1,1957,1,1,6,6,1,2,0,3,3,22,2,1,1,1,1
13254,2,1956,2,2,5,5,1,2,0,3,3,22,2,0,0,1,1
13258,1,1965,2,2,3,3,7,5,3,3,5,30,3,1,0,1,1
13258,2,1960,1,1,6,6,9,5,3,3,5,30,3,0,1,1,1
13258,3,1992,1,5,3,2,6,5,3,3,5,30,3,0,0,1,1
13258,4,1994,1,5,3,2,6,5,3,3,5,30,3,0,0,1,1
13258,5,1996,2,5,3,2,6,5,3,3,5,30,3,0,0,1,1
13259,1,1975,1,1,7,7,1,2,0,2,4,25,2,1,1,1,2
13259,2,1979,2,2,7,7,1,2,0,2,4,25,2,0,0,1,2
13261,1,1956,1,1,7,7,1,4,2,2,4,23,3,1,1,1,1
13261,2,1958,2,2,4,4,1,4,2,2,4,23,3,0,0,1,1
13261,3,1988,2,5,4,2,6,4,2,2,4,23,3,0,0,1,1
13261,4,1990,2,5,4,2,6,4,2,2,4,23,3,0,0,1,1
13265,1,1975,2,1,7,7,1,1,0,2,2,27,1,1,1,0,2
13266,1,1973,2,3,5,3,1,2,0,4,5,30,2,1,0,1,1
13266,2,1971,1,1,6,6,1,2,0,4,5,30,2,0,1,1,1
13269,1,1962,1,1,5,5,1,3,1,4,4,24,3,1,1,1,1
13269,2,1969,2,2,3,2,3,3,1,4,4,24,3,0,0,1,1
13269,3,1994,2,5,3,2,6,3,1,4,4,24,3,0,0,1,1
13273,1,1954,1,1,7,7,1,2,0,5,3,21,2,0,1,1,1
13273,2,1955,2,2,6,6,7,2,0,5,3,21,2,1,0,1,1
13274,1,1954,1,1,6,6,1,2,0,4,3,22,2,1,1,1,1
13274,2,1961,2,3,6,6,1,2,0,4,3,22,2,0,0,1,1
13276,1,1967,1,2,7,7,1,2,0,1,1,28,2,0,0,1,1
13276,2,1972,2,1,7,7,1,2,0,1,1,28,2,1,1,1,1
13277,1,1947,1,1,7,4,7,2,0,1,1,27,2,1,0,1,2
13277,2,1947,2,2,3,3,8,2,0,1,1,27,2,0,1,1,2
13285,1,1956,1,1,5,2,9,2,0,4,4,24,2,1,1,1,2
13285,2,1955,2,2,3,2,9,2,0,4,4,24,2,0,0,1,2
13288,1,1965,2,1,5,5,9,1,0,2,2,27,1,1,1,0,2
13297,1,1962,1,1,5,5,3,4,2,4,5,30,3,0,1,1,1
13297,2,1963,2,2,5,5,2,4,2,4,5,30,3,1,0,1,1
13297,5,1994,2,5,3,2,13,4,2,4,5,30,3,0,0,1,1
13297,6,1996,1,5,4,2,13,4,2,4,5,30,3,0,0,1,1
13303,1,1964,1,1,5,5,1,4,2,2,5,31,3,1,1,1,1
13303,2,1971,2,3,3,3,1,4,2,2,5,31,3,0,0,1,1
13303,3,2002,1,5,2,8,13,4,2,2,5,31,3,0,0,1,1
13303,4,2006,1,5,8,8,13,4,2,2,5,31,3,0,0,1,1
13305,1,1964,1,1,5,5,1,4,2,1,1,27,3,0,1,1,1
13305,2,1966,2,3,7,7,1,4,2,1,1,27,3,1,0,1,1
13305,3,2002,2,5,2,8,6,4,2,1,1,27,3,0,0,1,1
13305,4,2005,1,5,8,8,13,4,2,1,1,27,3,0,0,1,1
13308,1,1964,2,1,6,6,1,1,0,3,5,30,1,1,1,0,1
13314,1,1959,1,1,7,7,3,1,0,2,4,25,1,1,1,0,1
13316,1,1967,2,2,4,4,1,5,3,2,2,27,3,0,0,1,1
13316,2,1965,1,1,7,6,1,5,3,2,2,27,3,1,1,1,1
13316,3,2000,2,5,2,8,13,5,3,2,2,27,3,0,0,1,1
13316,4,2002,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
13316,5,2003,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
