nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
709,2,1943,2,2,7,7,8,2,0,2,5,30,2,0,0,1,1
733,1,1926,2,2,3,3,8,2,0,1,1,28,2,0,0,1,2
733,2,1930,1,1,7,7,8,2,0,1,1,28,2,1,1,1,2
796,1,1934,1,1,6,6,8,2,0,2,4,25,2,1,1,1,1
796,2,1941,2,2,6,6,7,2,0,2,4,25,2,0,0,1,1
815,1,1934,1,1,5,5,8,1,0,2,5,30,1,1,1,0,1
816,1,1951,1,1,6,6,10,2,0,3,4,25,2,1,1,1,1
816,2,1953,2,2,4,4,7,2,0,3,4,25,2,0,0,1,1
819,2,1927,2,1,4,4,8,1,0,2,5,30,1,1,1,0,1
825,1,1949,1,1,4,2,8,2,0,1,2,27,2,1,1,1,1
825,2,1952,2,2,5,5,7,2,0,1,2,27,2,0,0,1,1
831,1,1943,2,1,7,6,8,1,0,4,2,28,1,1,1,0,1
836,1,1937,1,1,7,7,8,1,0,2,5,30,1,1,1,0,1
844,1,1958,1,1,5,3,1,2,0,5,4,25,2,0,1,1,1
844,2,1965,2,2,4,4,7,2,0,5,4,25,2,1,0,1,1
848,1,1944,1,2,6,6,8,2,0,4,1,27,2,1,0,1,1
848,2,1947,2,1,6,6,8,2,0,4,1,27,2,0,1,1,1
873,1,1957,1,1,4,5,1,4,2,2,4,23,3,1,1,1,2
873,2,1960,2,2,6,6,3,4,2,2,4,23,3,0,0,1,2
873,3,1994,2,5,4,4,6,4,2,2,4,23,3,0,0,1,2
873,4,1997,1,5,4,2,6,4,2,2,4,23,3,0,0,1,2
902,1,1937,1,1,6,6,8,1,0,3,5,30,1,1,1,0,1
905,1,1940,1,1,4,3,8,1,0,4,5,30,1,1,1,0,2
979,1,1938,1,1,6,6,8,2,0,1,1,28,2,0,1,1,1
979,2,1940,2,2,3,3,8,2,0,1,1,28,2,1,0,1,1
986,1,1933,1,1,2,2,8,2,0,2,5,30,2,0,1,1,1
986,2,1937,2,2,3,3,8,2,0,2,5,30,2,1,0,1,1
994,1,1949,2,1,7,7,3,1,0,1,1,28,1,1,1,0,1
1001,1,1925,2,2,6,6,8,2,0,3,4,23,2,0,0,1,1
1001,2,1929,1,1,6,6,8,2,0,3,4,23,2,1,1,1,1
1019,1,1939,2,1,6,6,8,1,0,2,4,23,1,1,1,0,1
1049,1,1928,1,1,7,7,8,2,0,1,1,28,2,1,1,1,1
1049,2,1929,2,2,6,6,8,2,0,1,1,28,2,0,0,1,1
1072,1,1949,1,2,4,4,4,2,0,5,2,29,2,1,0,1,1
1072,2,1952,2,1,5,5,1,2,0,5,2,29,2,0,1,1,1
1107,1,1933,1,1,7,6,8,1,0,5,2,28,1,1,1,0,1
1112,1,1958,2,1,5,5,1,2,0,1,3,20,2,1,0,1,1
1112,2,1969,1,2,6,5,1,2,0,1,3,20,2,0,1,1,1
1128,1,1960,1,1,7,6,1,1,0,1,1,27,1,1,1,0,1
1138,1,1939,1,1,3,3,8,2,0,4,4,25,2,1,1,1,2
1138,2,1945,2,2,3,3,8,2,0,4,4,25,2,0,0,1,2
1155,1,1957,2,1,6,6,1,1,0,3,2,28,1,1,1,0,1
1159,1,1946,1,1,6,6,8,3,1,2,1,28,3,1,1,1,2
1159,2,1952,2,2,3,3,7,3,1,2,1,28,3,0,0,1,2
1159,7,1987,2,5,5,3,1,3,1,2,1,28,3,0,0,1,2
1166,2,1955,2,1,5,5,1,1,0,5,2,29,1,1,1,0,1
1169,1,1936,1,1,7,7,8,2,0,4,2,27,2,1,1,1,1
1169,2,1941,2,2,4,4,8,2,0,4,2,27,2,0,0,1,1
1177,1,1946,1,1,3,3,8,2,0,5,2,29,2,1,1,1,2
1177,2,1958,2,2,2,2,1,2,0,5,2,29,2,0,0,1,2
1197,1,1933,1,1,7,7,8,2,0,2,5,30,2,1,1,1,1
1197,2,1935,2,2,6,6,7,2,0,2,5,30,2,0,0,1,1
1202,1,1946,1,1,3,3,8,2,0,5,4,25,2,1,1,1,1
1202,2,1956,2,2,3,3,7,2,0,5,4,25,2,0,0,1,1
1217,1,1943,1,1,6,6,8,2,0,4,2,28,2,0,1,1,2
1217,2,1950,2,2,5,5,7,2,0,4,2,28,2,1,0,1,2
1237,2,1949,2,1,3,3,7,1,0,2,2,28,1,1,1,0,2
1242,1,1939,2,1,5,3,7,1,0,2,2,27,1,1,1,0,1
1253,1,1965,1,1,4,4,1,4,2,5,2,29,3,1,1,1,1
1253,2,1965,2,2,6,6,1,4,2,5,2,29,3,0,0,1,1
1253,3,1995,1,5,7,4,6,4,2,5,2,29,3,0,0,1,1
1253,4,1998,1,5,4,2,6,4,2,5,2,29,3,0,0,1,1
1263,1,1949,1,1,6,3,1,1,0,2,2,27,1,1,1,0,1
1289,1,1946,2,1,3,3,1,1,0,4,2,29,1,1,1,0,1
1291,1,1958,2,1,6,6,1,2,0,4,5,30,5,1,1,0,1
1291,2,1959,2,7,7,6,1,2,0,4,5,30,5,0,0,0,1
1294,1,1961,1,1,6,6,3,4,2,2,2,27,3,1,1,1,1
1294,2,1965,2,2,6,6,1,4,2,2,2,27,3,0,0,1,1
1294,3,1995,1,5,4,4,6,4,2,2,2,27,3,0,0,1,1
1294,4,1996,2,5,4,2,6,4,2,2,2,27,3,0,0,1,1
1303,1,1961,1,1,5,5,3,5,1,4,2,28,5,1,1,1,1
1303,2,1963,2,2,4,4,7,5,1,4,2,28,5,0,0,1,1
1303,3,1986,1,7,6,6,1,5,1,4,2,28,5,0,0,1,1
1303,5,1992,1,5,4,4,6,5,1,4,2,28,5,0,0,1,1
1303,6,1994,2,7,6,6,1,5,1,4,2,28,5,0,0,1,1
1327,1,1943,2,2,6,6,8,2,0,4,2,26,2,0,0,1,1
1327,2,1947,1,1,6,6,8,2,0,4,2,26,2,1,1,1,1
1337,1,1939,2,1,6,6,8,1,0,3,2,27,1,1,1,0,1
1350,2,1936,2,1,4,4,8,1,0,3,5,30,1,1,1,0,1
1375,1,1949,2,1,6,6,8,1,0,5,4,23,1,1,1,0,1
1386,1,1944,1,1,6,6,11,2,0,2,5,31,2,1,1,1,1
1386,2,1947,2,2,5,5,11,2,0,2,5,31,2,0,0,1,1
1392,1,1943,1,1,6,5,8,2,0,3,5,30,2,1,1,1,1
1392,2,1946,2,2,4,4,8,2,0,3,5,30,2,0,0,1,1
1419,1,1922,2,1,4,4,8,3,0,5,5,30,5,0,1,1,2
1419,2,1957,2,6,7,7,4,3,0,5,5,30,5,1,0,1,2
1419,3,1956,1,3,6,6,1,3,0,5,5,30,5,0,0,1,2
1420,1,1935,1,1,3,3,8,1,0,1,1,28,1,1,1,0,1
1426,1,1935,1,1,4,4,8,2,0,1,1,28,2,1,1,1,1
1426,2,1937,2,2,4,4,7,2,0,1,1,28,2,0,0,1,1
1454,1,1946,1,1,3,3,9,2,1,5,4,25,4,1,1,0,2
1454,4,1978,1,5,5,2,9,2,1,5,4,25,4,0,0,0,2
1468,1,1945,1,1,3,2,8,1,0,5,3,22,1,1,1,0,1
1491,1,1932,2,1,6,6,8,1,0,3,5,30,1,1,1,0,1
1514,1,1942,1,1,6,6,8,2,0,3,2,28,2,1,1,1,1
1514,2,1944,2,2,6,6,8,2,0,3,2,28,2,0,0,1,1
1524,1,1968,2,1,5,5,4,1,0,3,5,30,1,1,1,0,2
1549,1,1935,1,1,4,4,8,1,0,1,1,27,1,1,1,0,2
1554,1,1943,1,1,6,6,8,2,0,3,5,31,2,1,1,1,1
1554,3,1948,2,3,3,3,7,2,0,3,5,31,2,0,0,1,1
1593,1,1958,1,1,5,5,1,2,0,3,5,31,2,0,1,1,1
1593,2,1959,2,2,3,3,1,2,0,3,5,31,2,1,0,1,1
1596,1,1926,2,1,7,7,8,1,0,1,1,27,1,1,1,0,2
1604,1,1955,1,1,3,2,1,2,0,5,2,29,2,1,1,1,1
1604,2,1956,2,2,3,2,12,2,0,5,2,29,2,0,0,1,1
1664,1,1939,1,1,7,7,8,2,0,4,5,30,2,1,1,1,1
1664,2,1940,2,2,6,6,8,2,0,4,5,30,2,0,0,1,1
1679,1,1958,1,1,5,3,1,2,0,5,5,31,2,0,1,1,1
1679,2,1964,2,2,3,3,1,2,0,5,5,31,2,1,0,1,1
1684,1,1943,1,1,3,2,8,2,0,4,3,20,2,1,1,1,1
1684,2,1944,2,2,3,3,8,2,0,4,3,20,2,0,0,1,1
1757,1,1958,1,1,4,4,1,1,0,3,4,25,1,1,1,0,1
1796,1,1951,2,1,6,6,9,1,0,1,1,27,1,1,1,0,2
1802,1,1948,1,1,6,6,8,2,0,3,5,30,2,1,1,1,1
1802,2,1949,2,2,5,5,1,2,0,3,5,30,2,0,0,1,1
1821,1,1935,1,1,3,3,8,2,0,1,1,27,2,0,1,1,2
1821,2,1938,2,2,3,3,7,2,0,1,1,27,2,1,0,1,2
1893,1,1933,2,2,3,3,7,2,0,1,1,28,2,0,0,1,2
1893,2,1933,1,1,3,3,8,2,0,1,1,28,2,1,1,1,2
1922,1,1949,1,1,3,3,8,2,0,1,1,28,2,0,1,1,2
1922,2,1952,2,2,3,2,7,2,0,1,1,28,2,1,0,1,2
1952,1,1953,1,1,3,2,1,4,2,1,2,28,3,1,1,1,2
1952,2,1956,2,2,3,2,1,4,2,1,2,28,3,0,0,1,2
1952,3,1988,1,5,6,5,6,4,2,1,2,28,3,0,0,1,2
1952,4,1990,1,5,5,5,1,4,2,1,2,28,3,0,0,1,2
1968,1,1958,1,1,3,3,1,1,0,1,1,28,1,1,1,0,2
1973,1,1953,1,1,5,5,4,1,0,1,1,28,1,1,1,0,2
2004,1,1962,2,1,5,5,1,4,2,5,4,25,3,0,0,1,1
2004,2,1962,1,2,6,6,1,4,2,5,4,25,3,1,1,1,1
2004,3,1991,2,5,5,3,1,4,2,5,4,25,3,0,0,1,1
2004,4,1995,2,5,7,4,6,4,2,5,4,25,3,0,0,1,1
2014,1,1958,1,1,3,3,1,4,2,2,1,27,3,0,1,1,1
2014,2,1964,2,2,3,3,4,4,2,2,1,27,3,1,0,1,1
2014,3,1997,2,5,1,2,6,4,2,2,1,27,3,0,0,1,1
2014,4,2001,2,5,2,8,6,4,2,2,1,27,3,0,0,1,1
2049,1,1944,1,1,3,3,8,1,0,2,2,28,1,1,1,0,2
2108,2,1956,2,1,3,3,9,1,0,3,2,27,1,1,1,0,2
2117,1,1948,1,1,7,7,8,3,1,4,5,30,3,0,1,1,1
2117,2,1948,2,2,7,6,8,3,1,4,5,30,3,1,0,1,1
2117,5,1995,1,5,6,4,6,3,1,4,5,30,3,0,0,1,1
2119,1,1928,1,1,6,6,8,2,0,1,1,28,2,1,1,1,1
2119,2,1939,2,2,3,2,7,2,0,1,1,28,2,0,0,1,1
2144,1,1963,1,1,5,5,1,1,0,4,4,24,1,1,1,0,2
2165,1,1941,1,1,5,5,8,2,0,3,5,30,2,1,1,1,1
2165,2,1942,2,2,3,3,7,2,0,3,5,30,2,0,0,1,1
2184,1,1956,1,1,7,6,1,5,3,5,4,25,3,1,1,1,1
2184,2,1961,2,2,6,6,1,5,3,5,4,25,3,0,0,1,1
2184,3,1995,1,5,4,2,6,5,3,5,4,25,3,0,0,1,1
2184,4,1998,1,5,3,2,6,5,3,5,4,25,3,0,0,1,1
2184,6,2001,1,5,2,8,6,5,3,5,4,25,3,0,0,1,1
2189,1,1939,2,1,6,6,8,1,0,2,2,27,1,1,1,0,1
2197,1,1938,1,1,3,3,8,2,0,5,5,30,2,0,0,1,2
2197,2,1942,2,2,6,6,8,2,0,5,5,30,2,1,1,1,2
2200,1,1960,1,1,3,3,1,4,2,5,3,22,3,1,1,1,1
2200,2,1957,2,2,5,5,1,4,2,5,3,22,3,0,0,1,1
2200,3,1994,2,5,4,2,6,4,2,5,3,22,3,0,0,1,1
2200,5,1997,2,5,3,2,6,4,2,5,3,22,3,0,0,1,1
2212,1,1956,1,1,7,7,1,1,0,1,1,27,1,1,1,0,1
2244,1,1953,2,2,3,3,7,2,0,5,3,21,2,0,0,1,1
2244,3,1950,1,1,5,5,1,2,0,5,3,21,2,1,1,1,1
2253,1,1937,2,1,3,3,7,1,0,3,2,26,1,1,1,0,1
2266,1,1961,2,1,5,5,1,1,0,1,2,27,1,1,1,0,2
2310,1,1932,2,1,4,2,8,1,0,4,4,25,1,1,1,0,2
2311,1,1927,1,1,4,4,8,1,0,5,2,28,1,1,1,0,1
2338,1,1952,1,1,6,6,1,2,0,3,4,25,2,1,1,1,1
2338,2,1952,2,2,5,5,1,2,0,3,4,25,2,0,0,1,1
2386,1,1930,2,2,2,2,7,2,0,3,3,22,2,0,0,1,1
2386,2,1931,1,1,3,3,8,2,0,3,3,22,2,1,1,1,1
2471,1,1951,2,1,7,4,9,1,0,1,1,27,1,1,1,0,2
2501,1,1955,1,1,3,3,1,2,0,3,2,26,2,1,1,1,2
2501,2,1957,2,2,3,3,1,2,0,3,2,26,2,0,0,1,2
2510,1,1937,2,2,3,3,8,2,0,4,2,27,2,0,0,1,1
2510,2,1940,1,1,6,6,8,2,0,4,2,27,2,1,1,1,1
2556,1,1936,1,1,3,3,8,2,0,3,5,30,2,0,1,1,2
2556,2,1937,2,2,3,3,8,2,0,3,5,30,2,1,0,1,2
2594,1,1931,1,1,3,3,8,2,0,4,5,30,2,1,1,1,1
2594,2,1938,2,2,3,3,8,2,0,4,5,30,2,0,0,1,1
2597,1,1950,1,1,7,4,8,2,0,4,5,30,2,1,1,1,1
2597,2,1952,2,2,3,3,2,2,0,4,5,30,2,0,0,1,1
2617,1,1943,1,1,3,3,8,2,0,3,4,25,2,1,1,1,1
2617,2,1943,2,2,3,3,8,2,0,3,4,25,2,0,0,1,1
2628,1,1940,1,1,3,3,8,2,0,3,2,26,2,1,1,1,2
2628,2,1943,2,2,3,3,8,2,0,3,2,26,2,0,0,1,2
2652,1,1951,1,1,6,6,3,3,1,2,2,26,3,1,0,1,1
2652,2,1960,2,2,6,6,1,3,1,2,2,26,3,0,1,1,1
2652,3,1998,2,5,2,2,6,3,1,2,2,26,3,0,0,1,1
2775,1,1946,1,1,6,5,8,2,0,5,5,30,2,0,1,1,1
2775,2,1948,2,2,6,6,3,2,0,5,5,30,2,1,0,1,1
2786,1,1935,1,1,6,6,8,2,0,2,5,30,2,1,1,1,2
2786,2,1939,2,2,3,2,7,2,0,2,5,30,2,0,0,1,2
2788,1,1979,1,1,6,6,1,1,0,2,4,23,1,1,1,0,2
2824,2,1968,2,1,3,3,7,3,2,4,5,30,4,1,1,0,2
2824,3,1993,2,5,9,4,6,3,2,4,5,30,4,0,0,0,2
2824,4,1995,1,5,4,4,6,3,2,4,5,30,4,0,0,0,2
2863,1,1960,1,1,6,6,1,5,3,4,4,25,3,1,1,1,1
2863,2,1967,2,2,6,6,1,5,3,4,4,25,3,0,0,1,1
2863,3,1994,1,5,5,5,5,5,3,4,4,25,3,0,0,1,1
2863,4,1996,1,5,3,2,6,5,3,4,4,25,3,0,0,1,1
2863,5,2001,2,5,4,2,6,5,3,4,4,25,3,0,0,1,1
2906,1,1957,1,1,7,7,1,3,1,3,1,27,3,1,1,1,1
2906,2,1962,2,2,4,3,7,3,1,3,1,27,3,0,0,1,1
2906,3,1996,1,5,2,2,12,3,1,3,1,27,3,0,0,1,1
2944,1,1942,1,1,3,3,8,2,0,4,4,23,2,0,1,1,1
2944,2,1942,2,2,5,5,7,2,0,4,4,23,2,1,0,1,1
2983,1,1938,2,2,2,2,8,2,0,4,5,30,2,0,0,1,1
2983,2,1938,1,1,6,6,8,2,0,4,5,30,2,1,1,1,1
3016,1,1939,1,1,5,5,8,2,0,4,5,31,2,1,1,1,1
3016,2,1933,2,2,5,9,8,2,0,4,5,31,2,0,0,1,1
3039,1,1956,1,1,6,6,1,3,1,4,5,30,3,1,1,1,1
3039,2,1956,2,2,6,6,1,3,1,4,5,30,3,0,0,1,1
3039,3,1987,1,5,7,4,6,3,1,4,5,30,3,0,0,1,1
3070,1,1939,1,1,5,5,8,2,0,5,3,22,2,0,1,1,1
3070,2,1940,2,2,3,3,8,2,0,5,3,22,2,1,0,1,1
3086,1,1950,1,1,3,3,8,2,0,2,5,30,2,0,1,1,2
3086,2,1951,2,2,3,3,7,2,0,2,5,30,2,1,0,1,2
3096,1,1931,2,2,4,4,7,2,0,4,5,30,2,0,0,1,1
3096,2,1935,1,1,5,5,11,2,0,4,5,30,2,1,1,1,1
3115,1,1960,1,1,6,6,1,3,1,4,4,23,3,1,1,1,1
3115,2,1973,2,3,5,5,1,3,1,4,4,23,3,0,0,1,1
3115,4,1996,1,5,4,2,6,3,1,4,4,23,3,0,0,1,1
3153,1,1934,1,1,5,5,8,2,0,5,5,30,2,1,1,1,1
3153,2,1938,2,2,3,3,7,2,0,5,5,30,2,0,0,1,1
3163,1,1948,1,2,3,3,8,2,0,5,3,22,2,0,0,1,1
3163,2,1951,2,1,6,6,1,2,0,5,3,22,2,1,1,1,1
3175,1,1942,2,1,7,4,8,1,0,4,5,30,1,1,1,0,1
3222,1,1962,2,2,7,6,1,4,2,3,4,25,3,1,0,1,1
3222,2,1961,1,1,5,5,1,4,2,3,4,25,3,0,1,1,1
3222,3,1998,1,5,4,2,6,4,2,3,4,25,3,0,0,1,1
3222,4,2001,2,5,4,2,6,4,2,3,4,25,3,0,0,1,1
3270,1,1953,1,1,6,6,1,3,1,5,2,28,3,1,1,1,1
3270,2,1954,2,2,3,3,11,3,1,5,2,28,3,0,0,1,1
3270,3,1989,1,5,4,4,6,3,1,5,2,28,3,0,0,1,1
3277,1,1931,1,1,4,4,8,2,0,2,5,30,2,0,1,1,2
3277,2,1936,2,2,3,3,7,2,0,2,5,30,2,1,0,1,2
3374,1,1950,1,1,6,6,1,2,0,3,5,30,2,0,1,1,1
3374,2,1952,2,2,4,4,1,2,0,3,5,30,2,1,0,1,1
3408,1,1934,1,1,3,3,8,2,0,5,2,28,2,0,1,1,1
3408,2,1939,2,2,3,3,7,2,0,5,2,28,2,1,0,1,1
3439,1,1936,1,3,3,3,8,2,0,2,4,25,2,1,0,1,1
3439,2,1945,1,1,6,6,8,2,0,2,4,25,2,0,1,1,1
3456,1,1931,1,1,6,6,8,2,0,4,5,30,2,0,1,1,1
3456,2,1933,2,2,2,2,8,2,0,4,5,30,2,1,0,1,1
3589,1,1939,1,1,3,3,8,2,0,2,5,31,2,1,1,1,2
3589,2,1941,2,2,3,3,8,2,0,2,5,31,2,0,0,1,2
3610,1,1941,1,1,3,3,8,2,0,2,2,28,2,1,1,1,1
3610,2,1942,2,2,3,2,7,2,0,2,2,28,2,0,0,1,1
3631,1,1924,1,1,7,7,8,2,0,3,2,26,2,1,1,1,1
3631,3,1924,2,3,7,7,8,2,0,3,2,26,2,0,0,1,1
3834,1,1936,1,1,7,6,11,1,0,3,4,25,1,1,1,0,1
3860,1,1948,1,1,6,6,8,2,0,2,5,30,2,1,1,1,1
3860,2,1949,2,3,5,5,3,2,0,2,5,30,2,0,0,1,1
3959,1,1943,1,1,7,7,8,2,0, , , ,2,1,1,1,2
3959,2,1950,2,2,4,4,7,2,0, , , ,2,0,0,1,2
3982,1,1931,2,2,3,3,7,2,0,2,4,25,2,1,0,1,1
3982,2,1932,1,1,3,3,8,2,0,2,4,25,2,0,1,1,1
4003,1,1964,2,3,6,6,1,5,3,3,5,30,3,1,0,1,1
4003,3,1966,1,1,6,6,1,5,3,3,5,30,3,0,1,1,1
4003,4,2001,2,5,4,2,6,5,3,3,5,30,3,0,0,1,1
4003,5,2003,2,5,2,8,6,5,3,3,5,30,3,0,0,1,1
4003,6,2005,1,5,2,8,6,5,3,3,5,30,3,0,0,1,1
4019,1,1960,1,1,7,4,1,1,0,1,1,27,1,1,1,0,2
4073,1,1948,2,1,4,4,8,1,0,5,2,29,1,1,1,0,2
4101,1,1949,1,1,6,5,1,3,1,3,5,30,3,0,1,1,1
4101,2,1957,2,2,7,7,1,3,1,3,5,30,3,1,0,1,1
4101,3,1987,1,5,7,6,6,3,1,3,5,30,3,0,0,1,1
4115,1,1934,1,1,4,1,8,2,0,4,5,30,2,1,1,1,1
4115,2,1943,2,2,4,3,7,2,0,4,5,30,2,0,0,1,1
4175,1,1949,2,1,3,3,7,1,0,4,4,25,1,1,1,0,2
4179,1,1939,1,1,3,3,8,2,0,2,1,28,2,0,1,1,1
4179,2,1944,2,2,3,3,8,2,0,2,1,28,2,1,0,1,1
4197,1,1954,1,1,6,6,1,1,0,1,1,28,1,1,1,0,1
4232,1,1947,2,2,6,6,8,2,0,2,5,31,2,0,0,1,1
4232,2,1948,1,1,7,6,3,2,0,2,5,31,2,1,1,1,1
4255,1,1959,2,1,7,7,1,1,0,2,5,30,1,1,1,0,2
4301,1,1929,1,1,5,5,8,2,0,4,3,21,2,1,1,1,1
4301,2,1931,2,2,3,3,7,2,0,4,3,21,2,0,0,1,1
4326,1,1940,1,1,3,3,8,2,0,2,5,30,2,0,1,1,1
4326,2,1941,2,2,3,3,7,2,0,2,5,30,2,1,0,1,1
4346,1,1966,1,1,5,5,1,2,0,3,5,30,2,0,1,1,1
4346,2,1967,2,2,4,4,1,2,0,3,5,30,2,1,0,1,1
5911,1,1933,1,1,6,6,8,2,0,4,2,29,2,1,1,1,1
5911,2,1938,2,3,3,3,8,2,0,4,2,29,2,0,0,1,1
6443,1,1938,1,1,6,6,8,1,0,1,1,28,1,1,1,0,1
7514,1,1954,1,1,4,4,1,1,0,1,1,28,1,1,1,0,2
8873,1,1955,2,1,6,6,1,1,0,1,1,28,1,1,1,0,1
8874,1,1945,1,1,3,3,8,2,0,4,3,21,2,1,1,1,1
8874,2,1946,2,2,3,3,8,2,0,4,3,21,2,0,0,1,1
8877,1,1941,2,1,7,7,12,1,0,3,5,30,1,1,1,0,2
8878,1,1944,1,1,3,3,8,2,0,5,2,26,2,1,1,1,2
8878,2,1953,2,2,3,3,1,2,0,5,2,26,2,0,0,1,2
8882,1,1958,1,1,5,5,1,1,0,5,3,21,1,1,1,0,1
8892,1,1937,1,1,9,9,8,4,2,3,4,25,3,1,1,1,1
8892,2,1960,2,2,7,7,7,4,2,3,4,25,3,0,0,1,1
8892,3,1997,1,5,4,2,12,4,2,3,4,25,3,0,0,1,1
8892,4,1999,2,5,3,2,13,4,2,3,4,25,3,0,0,1,1
8935,1,1981,2,1,6,5,1,1,0,1,3,20,1,1,1,0,2
9032,1,1966,1,1,6,5,1,3,1,2,4,23,3,1,1,1,1
9032,2,1968,2,2,3,3,7,3,1,2,4,23,3,0,0,1,1
9032,3,2002,1,5,2,8,6,3,1,2,4,23,3,0,0,1,1
9080,1,1956,2,2,3,3,3,3,1,3,1,27,3,1,0,1,1
9080,2,1958,1,1,7, ,3,3,1,3,1,27,3,0,1,1,1
9080,3,1997,1,5,3,2,12,3,1,3,1,27,3,0,0,1,1
9103,1,1968,2,3,3,3,9,2,0,3,2,28,2,1,0,1,1
