,household_index,member_index,gender,relationship,education,height,weight,health,irresponsible,accurate,ever-ready,disciplined,ordered,clumsy,detail-oriented
24,9012,1,M,1,Low,176.0,92.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
25,9012,2,F,2,Middle,164.0,95.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0
26,9013,1,M,1,Middle,168.0,65.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0
27,9013,2,F,2,Middle,160.0,58.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0
28,9014,1,M,1,High,181.0,74.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0
29,9014,2,F,2,High,150.0,53.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
30,9015,1,M,1,Middle,183.0,89.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
31,9015,2,F,2,Middle,167.0,71.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0
32,9016,1,F,2,High,156.0,66.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0
33,9016,2,M,1,High,170.0,66.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
34,9017,1,M,1,Middle,170.0,81.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0
35,9017,2,F,2,Middle,166.0,80.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
36,9018,1,F,2,Middle,164.0,80.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0
37,9018,2,M,1,Middle,176.0,79.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0
38,9019,1,M,1,Middle,169.0,97.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0
39,9019,2,F,2,Low,167.0,80.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,4.0
40,9020,1,M,1,Low,168.0,80.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0
41,9020,2,F,2,Low,160.0,60.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
42,9021,1,M,1,Middle,170.0,86.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0
43,9021,2,F,2,Middle,160.0,90.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0
44,9022,1,M,1,Middle,175.0,82.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0
45,9022,2,F,2,Middle,160.0,81.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0
46,9023,1,M,1,Middle,186.0,91.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0
47,9023,2,F,2,Middle,168.0,92.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0
48,9024,1,M,1,Middle,179.0,83.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0
49,9024,2,F,2,Middle,168.0,80.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0
50,9025,1,M,1,Middle,171.0,83.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
51,9025,2,F,2,High,168.0,88.0,3.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0
52,9026,1,M,1,High,175.0,72.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0
53,9026,2,F,2,Low,176.0,80.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0
54,9027,1,F,2,Low,162.0,63.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0
55,9027,2,M,1,High,181.0,81.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,4.0
56,9028,1,M,1,Middle,185.0,100.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0
57,9028,2,F,2,Middle,163.0,51.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0
58,9029,1,M,1,Middle,180.0,66.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,5.0
59,9029,2,F,2,Middle,172.0,75.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0
60,9030,1,M,1,High,175.0,83.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0
61,9030,2,F,2,Low,175.0,82.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0
62,9031,1,M,1,Middle,190.0,85.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0
63,9031,2,F,2,Low,175.0,75.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0
64,9032,1,F,2,Middle,160.0,67.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0
65,9032,2,M,1,Middle,173.0,79.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0
66,9033,1,F,2,High,172.0,68.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0
67,9033,2,M,1,High,190.0,105.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0
68,9034,1,M,1,Middle,175.0,87.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0
69,9034,2,F,2,Middle,160.0,67.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0
70,9035,1,M,1,Middle,175.0,78.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,5.0
71,9035,2,F,2,Middle,171.0,68.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0
72,9036,1,M,1,Middle,168.0,66.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0
73,9036,2,F,2,Middle,166.0,80.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0
74,9037,1,M,1,Middle,178.0,73.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0
75,9037,2,F,2,Middle,161.0,64.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0
76,9038,1,M,1,Middle,174.0,76.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
77,9038,2,F,2,Middle,173.0,80.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,4.0
78,9039,1,M,1,Middle,190.0,92.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0
79,9039,2,F,2,Middle,167.0,80.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0
80,9040,1,M,1,Middle,160.0,72.0,2.0,1.0,4.0,5.0,1.0,4.0,1.0,5.0
81,9040,2,F,2,Middle,150.0,55.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
82,9041,1,M,1,Middle,165.0,60.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
83,9041,2,F,2,Middle,167.0,65.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0
84,9042,1,M,1,Middle,175.0,190.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0
85,9042,2,F,2,Middle,160.0,77.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0
86,9043,1,F,2,Middle,178.0,79.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0
87,9043,2,M,1,Middle,177.0,78.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0
88,9044,1,F,2,High,174.0,74.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0
89,9044,2,M,1,High,192.0,85.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0
90,9045,1,F,2,Middle,158.0,96.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
91,9045,2,M,1,Middle,184.0,98.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0
92,9046,1,M,1,Middle,174.0,81.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0
93,9046,2,F,2,Low,157.0,74.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0
94,9047,1,F,2,Middle,171.0,69.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0
95,9047,2,M,1,Middle,174.0,81.0,3.0,1.0,5.0,4.0,2.0,4.0,1.0,4.0
96,9048,1,M,1,High,189.0,103.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0
97,9048,2,F,2,Middle,163.0,90.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0
98,9049,1,M,1,Middle,185.0,121.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0
99,9049,2,F,2,Middle,170.0,95.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0
100,9050,2,M,1,Middle,191.0,125.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0
101,9050,4,F,2,Middle,176.0,105.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0
102,9051,1,F,2,High,158.0,50.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,4.0
103,9051,2,M,1,High,168.0,73.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0
104,9052,1,M,1,Middle,188.0,104.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0
105,9052,2,F,2,Middle,178.0,80.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
106,9053,1,M,1,Middle,173.0,73.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0
107,9053,2,F,2,Middle,172.0,73.0,2.0,1.0,4.0,4.0,1.0,5.0,1.0,4.0
108,9054,1,M,1,Middle,180.0,118.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0
109,9054,2,F,2,Low,170.0,85.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0
110,9055,1,M,1,Middle,174.0,76.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
111,9055,2,F,2,Middle,162.0,68.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0
112,9056,1,M,1,Middle,188.0,104.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0
113,9056,2,F,2,Middle,168.0,68.0,2.0,3.0,5.0,5.0,1.0,4.0,1.0,4.0
114,9057,1,M,2,Middle,187.0,92.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0
115,9057,2,F,1,High,170.0,72.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0
116,9058,1,M,2,High,175.0,90.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0
117,9058,2,F,1,High,165.0,68.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0
118,9059,1,M,2,Middle,180.0,106.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
119,9059,2,F,1,Middle,172.0,82.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0
120,9060,1,M,1,High,175.0,66.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0
121,9060,2,F,2,Middle,164.0,58.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0
122,9061,1,M,1,Middle,187.0,80.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0
123,9061,2,F,2,Middle,160.0,63.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
124,9062,1,M,1,Middle,185.0,92.0,1.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0
125,9062,6,F,2,Middle,167.0,68.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0
126,9063,1,F,2,Middle,172.0,68.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,4.0
127,9063,2,M,1,High,172.0,74.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
128,9064,1,M,2,Middle,176.0,79.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0
129,9064,2,F,1,Middle,165.0,67.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0
130,9065,1,M,1,Middle,196.0,98.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0
131,9065,2,F,2,Middle,177.0,81.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0
132,9066,1,M,1,Middle,180.0,88.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0
133,9066,2,F,2,Middle,164.0,74.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
134,9067,1,F,2,Middle,164.0,110.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0
135,9067,2,M,1,Middle,170.0,90.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0
136,9068,1,M,1,Middle,172.0,71.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
137,9068,2,F,2,Middle,185.0,69.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0
138,9069,1,F,2,Middle,172.0,65.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0
139,9069,2,M,1,High,171.0,93.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0
140,9070,1,M,1,High,182.0,94.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0
141,9070,2,F,2,High,172.0,83.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0
142,9071,1,M,1,High,172.0,63.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0
143,9071,2,F,2,High,176.0,75.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0
144,9072,1,M,1,High,184.0,79.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0
145,9072,2,F,2,High,162.0,60.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0
146,9073,1,M,1,Middle,185.0,88.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,4.0
147,9073,2,F,2,Middle,168.0,87.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
148,9074,1,M,1,Middle,176.0,74.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,4.0
149,9074,2,F,2,Middle,176.0,84.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0
150,9075,1,M,1,Middle,180.0,105.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0
151,9075,2,F,2,Middle,167.0,49.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0
152,9076,1,M,2,High,184.0,86.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0
153,9076,2,F,1,High,164.0,90.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0
154,9077,1,M,2,High,181.0,97.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0
155,9077,2,F,1,High,169.0,70.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0
156,9078,1,M,1,High,182.0,90.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
157,9078,2,F,2,Middle,170.0,72.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,4.0
158,9079,1,M,1,Middle,186.0,98.0,2.0,1.0,4.0,5.0,3.0,5.0,1.0,4.0
159,9079,2,F,2,Middle,172.0,80.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
160,9080,1,M,2,Middle,175.0,75.0,2.0,2.0,5.0,3.0,3.0,4.0,1.0,4.0
161,9080,2,F,1,High,164.0,82.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0
162,9081,1,M,1,Middle,180.0,77.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0
163,9081,2,F,2,Middle,173.0,77.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,4.0
164,9082,1,M,1,Middle,187.0,89.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0
165,9082,2,F,2,Middle,154.0,76.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0
166,9083,1,M,1,High,174.0,85.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0
167,9083,2,F,2,Middle,161.0,67.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0
168,9084,1,M,1,High,168.0,84.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
169,9084,2,F,2,Middle,162.0,58.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
170,9085,1,M,1,High,197.0,106.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0
171,9085,2,F,2,Middle,163.0,97.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,4.0
172,9086,1,M,1,Middle,183.0,90.0,2.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0
173,9086,2,F,2,Middle,163.0,74.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0
174,9087,1,M,1,High,183.0,115.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0
175,9087,2,F,2,Middle,159.0,86.0,3.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0
176,9088,1,M,1,High,178.0,98.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
177,9088,2,F,2,Middle,165.0,77.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0
178,9089,1,M,2,Middle,178.0,81.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
179,9089,2,F,1,High,180.0,108.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0
180,9090,1,M,1,Middle,176.0,72.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0
181,9090,2,F,2,Low,168.0,68.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0
182,9091,1,F,2,Middle,167.0,65.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0
183,9091,2,M,1,Middle,168.0,68.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0
184,9092,1,M,2,Middle,171.0,81.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0
185,9092,2,F,1,High,172.0,111.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0
186,9093,1,M,1,Middle,163.0,80.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0
187,9093,2,F,2,Middle,168.0,60.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0
188,9094,1,F,2,High,158.0,74.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
189,9094,2,M,1,High,190.0,130.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0
190,9095,1,F,2,Middle,182.0,88.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0
191,9095,2,M,1,Middle,190.0,97.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0
192,9096,1,M,2,High,182.0,95.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
193,9096,2,F,1,High,175.0,65.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
194,9097,1,M,1,High,184.0,82.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0
195,9097,2,F,2,Middle,176.0,67.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0
196,9098,1,M,1,Middle,167.0,85.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0,5.0
197,9098,2,F,2,Middle,168.0,67.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0
198,9099,1,M,1,High,174.0,70.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0
199,9099,2,F,2,High,163.0,57.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0
200,9100,1,M,1,High,170.0,68.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,4.0
201,9100,2,F,2,Middle,164.0,70.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0
202,9101,1,F,2,High,169.0,62.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,4.0
203,9101,2,M,1,High,183.0,87.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
204,9102,1,F,2,High,175.0,0.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
205,9102,4,M,1,Middle,180.0,85.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0
206,9103,1,M,1,High,180.0,83.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0
207,9103,2,F,2,Middle,175.0,81.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0
208,9104,1,M,1,Middle,185.0,94.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0
209,9104,2,F,2,Low,165.0,70.0,3.0,1.0,5.0,3.0,4.0,5.0,1.0,5.0
210,9105,1,M,1,High,187.0,75.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,4.0
211,9105,2,F,2,High,167.0,80.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0
212,9106,1,F,2,High,165.0,96.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0
213,9106,2,M,1,Middle,181.0,74.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0
214,9107,1,M,1,Middle,172.0,73.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0
215,9107,2,F,2,Middle,168.0,110.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,4.0
216,9108,1,M,2,High,194.0,93.0,2.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0
217,9108,2,F,1,High,178.0,75.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0
218,9109,1,M,1,Middle,178.0,82.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0
219,9109,2,F,2,Middle,170.0,62.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0
220,9110,1,F,2,High,168.0,75.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0
221,9110,2,M,1,High,185.0,75.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0
222,9111,1,M,1,Middle,182.0,98.0,2.0,2.0,5.0,4.0,3.0,5.0,1.0,5.0
223,9111,2,F,2,Middle,176.0,72.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
224,9112,1,M,2,High,181.0,120.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0
225,9112,2,F,1,Middle,168.0,82.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0
226,9113,1,M,1,High,174.0,77.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0
227,9113,2,F,2,Middle,173.0,65.0,3.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0
228,9114,1,M,1,High,184.0,135.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,5.0
229,9114,2,F,2,Middle,170.0,84.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0
230,9115,1,M,1,High,178.0,104.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0
231,9115,2,F,2,Middle,159.0,63.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
232,9116,1,M,1,Middle,182.0,86.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,5.0
233,9116,2,F,2,Middle,163.0,68.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0
234,9117,1,M,1,High,195.0,95.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0
235,9117,2,F,2,Low,175.0,80.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
236,9118,1,M,1,High,178.0,65.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0
237,9118,2,F,2,High,162.0,56.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0
238,9119,1,M,1,Middle,172.0,68.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
239,9119,2,F,2,High,170.0,72.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0
240,9120,1,M,1,Middle,169.0,68.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0
241,9120,2,F,2,Low,162.0,71.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,4.0
242,9121,1,F,2,Middle,164.0,80.0,3.0,1.0,5.0,4.0,3.0,5.0,1.0,4.0
243,9121,2,M,1,Middle,178.0,79.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0
244,9122,1,M,1,Middle,186.0,71.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0
245,9122,2,F,2,Middle,167.0,60.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0
246,9123,1,F,2,Middle,164.0,72.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0
247,9123,2,M,1,Middle,174.0,80.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0
248,9124,1,M,1,Middle,176.0,87.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0
249,9124,2,F,2,Middle,163.0,66.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0
250,9125,1,M,1,High,192.0,87.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0
251,9125,2,F,2,Middle,172.0,67.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0
252,9126,1,M,1,Middle,178.0,103.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
253,9126,2,F,2,Middle,168.0,69.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0
254,9127,1,M,1,Middle,168.0,72.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0
