,household_index,member_index,gender,relationship,education,height,weight,health,irresponsible,accurate,ever-ready,disciplined,ordered,clumsy,detail-oriented
136,68,1,M,1,Middle,191.0,81.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0
137,68,2,F,2,Low,172.0,76.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0
138,69,1,M,1,High,176.0,76.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0
139,69,2,F,2,Middle,160.0,60.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0
140,70,1,F,2,Middle,165.0,68.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0
141,70,2,M,1,Low,165.0,67.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
142,71,1,F,2,Low,162.0,90.0,3.0,1.0,5.0,3.0,5.0,4.0,1.0,2.0
143,71,2,M,1,High,174.0,92.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0
144,72,1,F,2,High,172.0,65.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0
145,72,2,M,1,High,190.0,108.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0
146,73,1,M,1,Middle,172.0,68.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0
147,73,2,F,2,Middle,159.0,58.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0
148,74,1,M,1,Middle,175.0,83.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0
149,74,2,F,2,Middle,160.0,71.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0
150,75,1,F,2,Low,157.0,55.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
151,75,2,M,1,High,189.0,81.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0
152,76,1,M,1,Middle,189.0,120.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0
153,76,2,F,2,Middle,185.0,110.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0
154,77,1,M,1,Middle,185.0,79.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0
155,77,2,F,2,Middle,164.0,61.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
156,78,1,M,1,Middle,160.0,75.0,2.0,1.0,3.0,5.0,3.0,4.0,1.0,3.0
157,78,2,F,2,Middle,150.0,60.0,2.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0
158,79,1,F,2,Middle,165.0,70.0,2.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0
159,79,2,M,1,High,172.0,85.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0
160,80,1,M,1,Middle,196.0,78.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0
161,80,2,F,2,Middle,165.0,66.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0
162,81,1,F,2,Middle,174.0,97.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0
163,81,2,M,1,High,185.0,100.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0
164,82,1,M,1,Middle,175.0,87.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0
165,82,2,F,2,Middle,163.0,75.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0
166,83,1,M,1,High,169.0,74.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0
167,83,2,F,2,Middle,170.0,77.0,2.0,1.0,5.0,4.0,2.0,4.0,1.0,3.0
168,84,1,M,1,Middle,167.0,61.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0
169,84,2,F,2,Middle,158.0,70.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0
170,85,1,M,1,Middle,194.0,100.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
171,85,2,F,2,Low,164.0,60.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0
172,86,1,M,1,Middle,178.0,70.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0
173,86,2,F,2,High,167.0,55.0,4.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0
174,87,1,F,2,Middle,159.0,87.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0
175,87,2,M,1,Middle,189.0,98.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
176,88,1,F,2,Middle,163.0,90.0,3.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0
177,88,2,M,1,Middle,181.0,90.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0
178,89,1,M,1,High,176.0,102.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,4.0
179,89,2,F,2,Middle,159.0,74.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,5.0
180,90,1,F,2,Middle,170.0,68.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0
181,90,2,M,1,Middle,170.0,78.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0
182,91,1,M,1,High,183.0,73.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0
183,91,2,F,2,High,168.0,66.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,5.0
184,92,1,M,1,Middle,178.0,76.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,2.0
185,92,2,F,2,Middle,170.0,72.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0
186,93,1,M,1,High,174.0,84.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0
187,93,2,F,2,High,175.0,78.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0
188,94,1,M,1,High,192.0,91.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0
189,94,2,F,2,Middle,162.0,63.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0
190,95,1,M,1,High,164.0,61.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0
191,95,2,F,2,Middle,167.0,67.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0
192,96,1,M,1,Middle,193.0,85.0,3.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0
193,96,2,F,2,High,169.0,96.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0
194,97,1,M,1,Middle,183.0,79.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0
195,97,2,F,2,Middle,172.0,78.0,2.0,5.0,4.0,4.0,1.0,4.0,2.0,3.0
196,98,1,M,1,High,189.0,85.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0
197,98,2,F,2,Middle,163.0,83.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0
198,99,1,M,1,Middle,194.0,110.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0
199,99,2,F,2,Middle,170.0,89.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0
200,100,1,F,2,High,158.0,52.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0
201,100,2,M,1,High,169.0,69.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,5.0
202,101,1,M,1,Middle,178.0,81.0,1.0,2.0,5.0,4.0,1.0,5.0,1.0,5.0
203,101,2,F,2,High,158.0,80.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0
204,102,1,M,1,Middle,188.0,114.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
205,102,2,F,2,Middle,180.0,85.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0
206,103,1,M,1,Middle,183.0,87.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0
207,103,2,F,2,Middle,155.0,45.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0
208,104,1,M,1,Middle,174.0,72.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,4.0
209,104,2,F,2,Middle,172.0,75.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,4.0
210,105,1,M,1,Middle,180.0,110.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0
211,105,2,F,2,Low,170.0,78.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0
212,106,1,M,1,High,180.0,82.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0
213,106,2,F,2,Middle,163.0,57.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0
214,107,1,M,1,Middle,170.0,87.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0
215,107,2,F,2,Middle,172.0,70.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0
216,108,1,M,1,Low,180.0,68.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0
217,108,2,F,2,Low,164.0,70.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
218,109,1,M,1,Middle,175.0,75.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,4.0
219,109,2,F,2,Middle,162.0,67.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0
220,110,1,M,2,Middle,190.0,89.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0
221,110,2,F,1,High,170.0,67.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0
222,111,1,M,1,High,176.0,83.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0
223,111,2,F,2,Middle,153.0,62.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
224,112,1,M,1,High,176.0,83.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0
225,112,2,F,2,High,155.0,57.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0
226,113,1,M,1,Middle,188.0,107.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0
227,113,2,F,2,Middle,168.0,83.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0
228,114,1,M,1,Middle,182.0,94.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0
229,114,2,F,2,Middle,167.0,57.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0
230,115,1,F,2,High,180.0,54.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0
231,115,2,M,1,Middle,175.0,85.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0
232,116,1,M,1,Middle,189.0,100.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0
233,116,2,F,2,Middle,165.0,142.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
234,117,1,M,1,High,180.0,85.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0
235,117,2,F,2,High,160.0,58.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0
236,118,1,M,2,Middle,181.0,104.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0
237,118,2,F,1,Middle,177.0,92.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0
238,119,1,M,1,High,175.0,71.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0
239,119,2,F,2,Middle,164.0,57.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,3.0
240,120,1,M,1,Middle,192.0,99.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0
241,120,2,F,2,Middle,170.0,74.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0
242,121,1,F,2,Middle,170.0,64.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0
243,121,2,M,1,Middle,183.0,104.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0
244,122,1,M,1,High,185.0,75.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0
245,122,2,F,2,High,170.0,80.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0
246,123,1,F,2,Middle,162.0,50.0,2.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0
247,123,2,M,1,High,186.0,85.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0
248,124,1,M,1,Middle,185.0,86.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0
249,124,2,F,2,Middle,167.0,72.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0
250,125,1,M,1,Middle,184.0,73.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0
251,125,2,F,2,High,163.0,95.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0
252,126,1,F,2,Middle,172.0,65.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0
253,126,2,M,1,High,172.0,74.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0
254,127,1,M,2,Middle,173.0,73.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0
255,127,2,F,1,Middle,168.0,62.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0
256,128,1,M,1,Middle,182.0,78.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0
257,128,2,F,2,Middle,169.0,82.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0
258,129,1,F,2,Middle,167.0,76.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0
259,129,2,M,1,Middle,178.0,90.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0
